Slot,Bus1,Bus2,Bus3,Bus4,Bus6,Bus7,Bus11,Bus12,Bus13,Bus14,Bus15,Bus16,Bus17,Bus18,Bus19,Bus20,Bus21,Bus22,Bus23,Bus27,Bus28,Bus29,Bus31,Bus32,Bus70,Bus74,Bus75,Bus114,Bus115,Bus117,Bus33,Bus34,Bus35,Bus36,Bus39,Bus40,Bus41,Bus42,Bus43,Bus44,Bus45,Bus46,Bus47,Bus48,Bus49,Bus50,Bus51,Bus52,Bus53,Bus54,Bus55,Bus56,Bus57,Bus58,Bus59,Bus60,Bus62,Bus66,Bus67,Bus76,Bus77,Bus78,Bus79,Bus80,Bus97,Bus98,Bus118,Bus82,Bus83,Bus84,Bus85,Bus86,Bus88,Bus90,Bus92,Bus93,Bus94,Bus95,Bus96,Bus100,Bus101,Bus102,Bus103,Bus104,Bus105,Bus106,Bus107,Bus108,Bus109,Bus110,Bus112,LOAD
151,274.0169,107.45065,209.5364,161.2013,279.38185,102.0857,376.1026,252.5065,182.66105,75.2104,483.5533,134.32595,57.6773,322.352,241.7766,96.72075,75.2104,53.75065,37.6052,333.1325,91.3558,128.96105,231.04675,316.98705,334.0435,344.166,237.8795,42.97015,118.1805,107.45065,26.40275,67.7151,37.8742,35.58205,29.1922,21.39335,40.0041,40.0041,19.4615,17.2991,57.3032,30.2734,36.76055,21.62385,94.06375,18.3803,18.3803,19.4615,24.8674,122.17475,68.11515,90.8202,12.9743,12.9743,299.4904,84.33305,83.25185,42.1665,30.2734,73.5211,65.95275,76.7647,42.1665,140.55505,16.2179,36.76055,35.67935,205.5346,76.12395,41.86815,91.3487,79.93015,182.69745,296.88335,247.40275,45.67435,114.1859,159.86025,144.63545,140.82925,83.7363,19.031,87.5425,144.63545,117.99205,163.66645,105.1559,7.6124,30.44955,148.44165,95.1549,10629.9259
152,273.9746667,107.4340917,209.5041,161.17645,279.3387917,102.0699667,376.0446333,252.4675833,182.6328917,75.1988,483.4787667,134.3052417,57.66841667,322.3023167,241.7393333,96.70584167,75.1988,53.74235833,37.5994,333.08115,91.34171667,128.941175,231.0111417,316.9381917,333.9920167,344.11295,237.8428333,42.963525,118.1622833,107.4340917,26.386875,67.6744,37.85143333,35.56065833,29.17465,21.38049167,39.98005,39.98005,19.4498,17.2887,57.26875,30.2552,36.73845833,21.61085833,94.00720833,18.36925,18.36925,19.4498,24.85245,122.1013083,68.07420833,90.7656,12.9665,12.9665,299.3103667,84.28235833,83.20180833,42.14115,30.2552,73.4769,65.91310833,76.71855,42.14115,140.4705583,16.20815,36.73845833,35.65790833,205.63825,76.16234167,41.88925833,91.39476667,79.97045833,182.7895917,297.033075,247.527525,45.69739167,114.2434833,159.940875,144.7083917,140.900275,83.77853333,19.0406,87.58665,144.7083917,118.0515583,163.7489917,105.2089333,7.616233333,30.46490833,148.5165083,95.20288333,10629.26152
153,273.9324333,107.4175333,209.4718,161.1516,279.2957333,102.0542333,375.9866667,252.4286667,182.6047333,75.1872,483.4042333,134.2845333,57.65953333,322.2526333,241.7020667,96.69093333,75.1872,53.73406667,37.5936,333.0298,91.32763333,128.9213,230.9755333,316.8893333,333.9405333,344.0599,237.8061667,42.9569,118.1440667,107.4175333,26.371,67.6337,37.82866667,35.53926667,29.1571,21.36763333,39.956,39.956,19.4381,17.2783,57.2343,30.237,36.71636667,21.59786667,93.95066667,18.3582,18.3582,19.4381,24.8375,122.0278667,68.03326667,90.711,12.9587,12.9587,299.1303333,84.23166667,83.15176667,42.1158,30.237,73.4327,65.87346667,76.6724,42.1158,140.3860667,16.1984,36.71636667,35.63646667,205.7419,76.20073333,41.91036667,91.44083333,80.01076667,182.8817333,297.1828,247.6523,45.72043333,114.3010667,160.0215,144.7813333,140.9713,83.82076667,19.0502,87.6308,144.7813333,118.1110667,163.8315333,105.2619667,7.620066667,30.48026667,148.5913667,95.25086667,10628.59713
154,273.8902,107.400975,209.4395,161.12675,279.252675,102.0385,375.9287,252.38975,182.576575,75.1756,483.3297,134.263825,57.65065,322.20295,241.6648,96.676025,75.1756,53.725775,37.5878,332.97845,91.31355,128.901425,230.939925,316.840475,333.88905,344.00685,237.7695,42.950275,118.12585,107.400975,26.355125,67.593,37.8059,35.517875,29.13955,21.354775,39.93195,39.93195,19.4264,17.2679,57.19985,30.2188,36.694275,21.584875,93.894125,18.34715,18.34715,19.4264,24.82255,121.954425,67.992325,90.6564,12.9509,12.9509,298.9503,84.180975,83.101725,42.09045,30.2188,73.3885,65.833825,76.62625,42.09045,140.301575,16.18865,36.694275,35.615025,205.84555,76.239125,41.931475,91.4869,80.051075,182.973875,297.332525,247.777075,45.743475,114.35865,160.102125,144.854275,141.042325,83.863,19.0598,87.67495,144.854275,118.170575,163.914075,105.315,7.6239,30.495625,148.666225,95.29885,10627.93275
155,273.8479667,107.3844167,209.4072,161.1019,279.2096167,102.0227667,375.8707333,252.3508333,182.5484167,75.164,483.2551667,134.2431167,57.64176667,322.1532667,241.6275333,96.66111667,75.164,53.71748333,37.582,332.9271,91.29946667,128.88155,230.9043167,316.7916167,333.8375667,343.9538,237.7328333,42.94365,118.1076333,107.3844167,26.33925,67.5523,37.78313333,35.49648333,29.122,21.34191667,39.9079,39.9079,19.4147,17.2575,57.1654,30.2006,36.67218333,21.57188333,93.83758333,18.3361,18.3361,19.4147,24.8076,121.8809833,67.95138333,90.6018,12.9431,12.9431,298.7702667,84.13028333,83.05168333,42.0651,30.2006,73.3443,65.79418333,76.5801,42.0651,140.2170833,16.1789,36.67218333,35.59358333,205.9492,76.27751667,41.95258333,91.53296667,80.09138333,183.0660167,297.48225,247.90185,45.76651667,114.4162333,160.18275,144.9272167,141.11335,83.90523333,19.0694,87.7191,144.9272167,118.2300833,163.9966167,105.3680333,7.627733333,30.51098333,148.7410833,95.34683333,10627.26837
156,273.8057333,107.3678583,209.3749,161.07705,279.1665583,102.0070333,375.8127667,252.3119167,182.5202583,75.1524,483.1806333,134.2224083,57.63288333,322.1035833,241.5902667,96.64620833,75.1524,53.70919167,37.5762,332.87575,91.28538333,128.861675,230.8687083,316.7427583,333.7860833,343.90075,237.6961667,42.937025,118.0894167,107.3678583,26.323375,67.5116,37.76036667,35.47509167,29.10445,21.32905833,39.88385,39.88385,19.403,17.2471,57.13095,30.1824,36.65009167,21.55889167,93.78104167,18.32505,18.32505,19.403,24.79265,121.8075417,67.91044167,90.5472,12.9353,12.9353,298.5902333,84.07959167,83.00164167,42.03975,30.1824,73.3001,65.75454167,76.53395,42.03975,140.1325917,16.16915,36.65009167,35.57214167,206.05285,76.31590833,41.97369167,91.57903333,80.13169167,183.1581583,297.631975,248.026625,45.78955833,114.4738167,160.263375,145.0001583,141.184375,83.94746667,19.079,87.76325,145.0001583,118.2895917,164.0791583,105.4210667,7.631566667,30.52634167,148.8159417,95.39481667,10626.60398
157,273.7635,107.3513,209.3426,161.0522,279.1235,101.9913,375.7548,252.273,182.4921,75.1408,483.1061,134.2017,57.624,322.0539,241.553,96.6313,75.1408,53.7009,37.5704,332.8244,91.2713,128.8418,230.8331,316.6939,333.7346,343.8477,237.6595,42.9304,118.0712,107.3513,26.3075,67.4709,37.7376,35.4537,29.0869,21.3162,39.8598,39.8598,19.3913,17.2367,57.0965,30.1642,36.628,21.5459,93.7245,18.314,18.314,19.3913,24.7777,121.7341,67.8695,90.4926,12.9275,12.9275,298.4102,84.0289,82.9516,42.0144,30.1642,73.2559,65.7149,76.4878,42.0144,140.0481,16.1594,36.628,35.5507,206.1565,76.3543,41.9948,91.6251,80.172,183.2503,297.7817,248.1514,45.8126,114.5314,160.344,145.0731,141.2554,83.9897,19.0886,87.8074,145.0731,118.3491,164.1617,105.4741,7.6354,30.5417,148.8908,95.4428,10625.9396
158,273.7165917,107.3329083,209.3067333,161.0246083,279.0756667,101.973825,375.6904167,252.229775,182.4608333,75.127925,483.0233167,134.1787083,57.614125,321.9987167,241.5116167,96.61474167,75.127925,53.6917,37.56396667,332.767375,91.25566667,128.8197167,230.79355,316.6396333,333.6774167,343.7887917,237.618775,42.92304167,118.050975,107.3329083,26.281125,67.40325,37.69976667,35.41815833,29.05774167,21.29483333,39.81984167,39.81984167,19.37185833,17.21941667,57.03925833,30.13395833,36.591275,21.5243,93.63053333,18.29564167,18.29564167,19.37185833,24.75285833,121.6120583,67.80145,90.401875,12.91454167,12.91454167,298.111025,83.94465,82.86843333,41.97228333,30.13395833,73.18245833,65.64901667,76.41111667,41.97228333,139.9076917,16.1432,36.591275,35.51505833,206.26075,76.39290833,42.01604167,91.67143333,80.21254167,183.3429667,297.9322833,248.2768833,45.83576667,114.5893167,160.4250833,145.1464583,141.3268333,84.032175,19.09825,87.8518,145.1464583,118.40895,164.2447167,105.5274333,7.639266667,30.55714167,148.9660917,95.49106667,10624.39264
159,273.6696833,107.3145167,209.2708667,160.9970167,279.0278333,101.95635,375.6260333,252.18655,182.4295667,75.11505,482.9405333,134.1557167,57.60425,321.9435333,241.4702333,96.59818333,75.11505,53.6825,37.55753333,332.71035,91.24003333,128.7976333,230.754,316.5853667,333.6202333,343.7298833,237.57805,42.91568333,118.03075,107.3145167,26.25475,67.3356,37.66193333,35.38261667,29.02858333,21.27346667,39.77988333,39.77988333,19.35241667,17.20213333,56.98201667,30.10371667,36.55455,21.5027,93.53656667,18.27728333,18.27728333,19.35241667,24.72801667,121.4900167,67.7334,90.31115,12.90158333,12.90158333,297.81185,83.8604,82.78526667,41.93016667,30.10371667,73.10901667,65.58313333,76.33443333,41.93016667,139.7672833,16.127,36.55455,35.47941667,206.365,76.43151667,42.03728333,91.71776667,80.25308333,183.4356333,298.0828667,248.4023667,45.85893333,114.6472333,160.5061667,145.2198167,141.3982667,84.07465,19.1079,87.8962,145.2198167,118.4688,164.3277333,105.5807667,7.643133333,30.57258333,149.0413833,95.53933333,10622.84569
160,273.622775,107.296125,209.235,160.969425,278.98,101.938875,375.56165,252.143325,182.3983,75.102175,482.85775,134.132725,57.594375,321.88835,241.42885,96.581625,75.102175,53.6733,37.5511,332.653325,91.2244,128.77555,230.71445,316.5311,333.56305,343.670975,237.537325,42.908325,118.010525,107.296125,26.228375,67.26795,37.6241,35.347075,28.999425,21.2521,39.739925,39.739925,19.332975,17.18485,56.924775,30.073475,36.517825,21.4811,93.4426,18.258925,18.258925,19.332975,24.703175,121.367975,67.66535,90.220425,12.888625,12.888625,297.512675,83.77615,82.7021,41.88805,30.073475,73.035575,65.51725,76.25775,41.88805,139.626875,16.1108,36.517825,35.443775,206.46925,76.470125,42.058525,91.7641,80.293625,183.5283,298.23345,248.52785,45.8821,114.70515,160.58725,145.293175,141.4697,84.117125,19.11755,87.9406,145.293175,118.52865,164.41075,105.6341,7.647,30.588025,149.116675,95.5876,10621.29873
161,273.5758667,107.2777333,209.1991333,160.9418333,278.9321667,101.9214,375.4972667,252.1001,182.3670333,75.0893,482.7749667,134.1097333,57.5845,321.8331667,241.3874667,96.56506667,75.0893,53.6641,37.54466667,332.5963,91.20876667,128.7534667,230.6749,316.4768333,333.5058667,343.6120667,237.4966,42.90096667,117.9903,107.2777333,26.202,67.2003,37.58626667,35.31153333,28.97026667,21.23073333,39.69996667,39.69996667,19.31353333,17.16756667,56.86753333,30.04323333,36.4811,21.4595,93.34863333,18.24056667,18.24056667,19.31353333,24.67833333,121.2459333,67.5973,90.1297,12.87566667,12.87566667,297.2135,83.6919,82.61893333,41.84593333,30.04323333,72.96213333,65.45136667,76.18106667,41.84593333,139.4864667,16.0946,36.4811,35.40813333,206.5735,76.50873333,42.07976667,91.81043333,80.33416667,183.6209667,298.3840333,248.6533333,45.90526667,114.7630667,160.6683333,145.3665333,141.5411333,84.1596,19.1272,87.985,145.3665333,118.5885,164.4937667,105.6874333,7.650866667,30.60346667,149.1919667,95.63586667,10619.75177
162,273.5289583,107.2593417,209.1632667,160.9142417,278.8843333,101.903925,375.4328833,252.056875,182.3357667,75.076425,482.6921833,134.0867417,57.574625,321.7779833,241.3460833,96.54850833,75.076425,53.6549,37.53823333,332.539275,91.19313333,128.7313833,230.63535,316.4225667,333.4486833,343.5531583,237.455875,42.89360833,117.970075,107.2593417,26.175625,67.13265,37.54843333,35.27599167,28.94110833,21.20936667,39.66000833,39.66000833,19.29409167,17.15028333,56.81029167,30.01299167,36.444375,21.4379,93.25466667,18.22220833,18.22220833,19.29409167,24.65349167,121.1238917,67.52925,90.038975,12.86270833,12.86270833,296.914325,83.60765,82.53576667,41.80381667,30.01299167,72.88869167,65.38548333,76.10438333,41.80381667,139.3460583,16.0784,36.444375,35.37249167,206.67775,76.54734167,42.10100833,91.85676667,80.37470833,183.7136333,298.5346167,248.7788167,45.92843333,114.8209833,160.7494167,145.4398917,141.6125667,84.202075,19.13685,88.0294,145.4398917,118.64835,164.5767833,105.7407667,7.654733333,30.61890833,149.2672583,95.68413333,10618.20481
163,273.48205,107.24095,209.1274,160.88665,278.8365,101.88645,375.3685,252.01365,182.3045,75.06355,482.6094,134.06375,57.56475,321.7228,241.3047,96.53195,75.06355,53.6457,37.5318,332.48225,91.1775,128.7093,230.5958,316.3683,333.3915,343.49425,237.41515,42.88625,117.94985,107.24095,26.14925,67.065,37.5106,35.24045,28.91195,21.188,39.62005,39.62005,19.27465,17.133,56.75305,29.98275,36.40765,21.4163,93.1607,18.20385,18.20385,19.27465,24.62865,121.00185,67.4612,89.94825,12.84975,12.84975,296.61515,83.5234,82.4526,41.7617,29.98275,72.81525,65.3196,76.0277,41.7617,139.20565,16.0622,36.40765,35.33685,206.782,76.58595,42.12225,91.9031,80.41525,183.8063,298.6852,248.9043,45.9516,114.8789,160.8305,145.51325,141.684,84.24455,19.1465,88.0738,145.51325,118.7082,164.6598,105.7941,7.6586,30.63435,149.34255,95.7324,10616.65785
164,273.4351417,107.2225583,209.0915333,160.8590583,278.7886667,101.868975,375.3041167,251.970425,182.2732333,75.050675,482.5266167,134.0407583,57.554875,321.6676167,241.2633167,96.51539167,75.050675,53.6365,37.52536667,332.425225,91.16186667,128.6872167,230.55625,316.3140333,333.3343167,343.4353417,237.374425,42.87889167,117.929625,107.2225583,26.122875,66.99735,37.47276667,35.20490833,28.88279167,21.16663333,39.58009167,39.58009167,19.25520833,17.11571667,56.69580833,29.95250833,36.370925,21.3947,93.06673333,18.18549167,18.18549167,19.25520833,24.60380833,120.8798083,67.39315,89.857525,12.83679167,12.83679167,296.315975,83.43915,82.36943333,41.71958333,29.95250833,72.74180833,65.25371667,75.95101667,41.71958333,139.0652417,16.046,36.370925,35.30120833,206.88625,76.62455833,42.14349167,91.94943333,80.45579167,183.8989667,298.8357833,249.0297833,45.97476667,114.9368167,160.9115833,145.5866083,141.7554333,84.287025,19.15615,88.1182,145.5866083,118.76805,164.7428167,105.8474333,7.662466667,30.64979167,149.4178417,95.78066667,10615.11089
165,273.3882333,107.2041667,209.0556667,160.8314667,278.7408333,101.8515,375.2397333,251.9272,182.2419667,75.0378,482.4438333,134.0177667,57.545,321.6124333,241.2219333,96.49883333,75.0378,53.6273,37.51893333,332.3682,91.14623333,128.6651333,230.5167,316.2597667,333.2771333,343.3764333,237.3337,42.87153333,117.9094,107.2041667,26.0965,66.9297,37.43493333,35.16936667,28.85363333,21.14526667,39.54013333,39.54013333,19.23576667,17.09843333,56.63856667,29.92226667,36.3342,21.3731,92.97276667,18.16713333,18.16713333,19.23576667,24.57896667,120.7577667,67.3251,89.7668,12.82383333,12.82383333,296.0168,83.3549,82.28626667,41.67746667,29.92226667,72.66836667,65.18783333,75.87433333,41.67746667,138.9248333,16.0298,36.3342,35.26556667,206.9905,76.66316667,42.16473333,91.99576667,80.49633333,183.9916333,298.9863667,249.1552667,45.99793333,114.9947333,160.9926667,145.6599667,141.8268667,84.3295,19.1658,88.1626,145.6599667,118.8279,164.8258333,105.9007667,7.666333333,30.66523333,149.4931333,95.82893333,10613.56394
166,273.341325,107.185775,209.0198,160.803875,278.693,101.834025,375.17535,251.883975,182.2107,75.024925,482.36105,133.994775,57.535125,321.55725,241.18055,96.482275,75.024925,53.6181,37.5125,332.311175,91.1306,128.64305,230.47715,316.2055,333.21995,343.317525,237.292975,42.864175,117.889175,107.185775,26.070125,66.86205,37.3971,35.133825,28.824475,21.1239,39.500175,39.500175,19.216325,17.08115,56.581325,29.892025,36.297475,21.3515,92.8788,18.148775,18.148775,19.216325,24.554125,120.635725,67.25705,89.676075,12.810875,12.810875,295.717625,83.27065,82.2031,41.63535,29.892025,72.594925,65.12195,75.79765,41.63535,138.784425,16.0136,36.297475,35.229925,207.09475,76.701775,42.185975,92.0421,80.536875,184.0843,299.13695,249.28075,46.0211,115.05265,161.07375,145.733325,141.8983,84.371975,19.17545,88.207,145.733325,118.88775,164.90885,105.9541,7.6702,30.680675,149.568425,95.8772,10612.01698
167,273.2944167,107.1673833,208.9839333,160.7762833,278.6451667,101.81655,375.1109667,251.84075,182.1794333,75.01205,482.2782667,133.9717833,57.52525,321.5020667,241.1391667,96.46571667,75.01205,53.6089,37.50606667,332.25415,91.11496667,128.6209667,230.4376,316.1512333,333.1627667,343.2586167,237.25225,42.85681667,117.86895,107.1673833,26.04375,66.7944,37.35926667,35.09828333,28.79531667,21.10253333,39.46021667,39.46021667,19.19688333,17.06386667,56.52408333,29.86178333,36.26075,21.3299,92.78483333,18.13041667,18.13041667,19.19688333,24.52928333,120.5136833,67.189,89.58535,12.79791667,12.79791667,295.41845,83.1864,82.11993333,41.59323333,29.86178333,72.52148333,65.05606667,75.72096667,41.59323333,138.6440167,15.9974,36.26075,35.19428333,207.199,76.74038333,42.20721667,92.08843333,80.57741667,184.1769667,299.2875333,249.4062333,46.04426667,115.1105667,161.1548333,145.8066833,141.9697333,84.41445,19.1851,88.2514,145.8066833,118.9476,164.9918667,106.0074333,7.674066667,30.69611667,149.6437167,95.92546667,10610.47002
168,273.2475083,107.1489917,208.9480667,160.7486917,278.5973333,101.799075,375.0465833,251.797525,182.1481667,74.999175,482.1954833,133.9487917,57.515375,321.4468833,241.0977833,96.44915833,74.999175,53.5997,37.49963333,332.197125,91.09933333,128.5988833,230.39805,316.0969667,333.1055833,343.1997083,237.211525,42.84945833,117.848725,107.1489917,26.017375,66.72675,37.32143333,35.06274167,28.76615833,21.08116667,39.42025833,39.42025833,19.17744167,17.04658333,56.46684167,29.83154167,36.224025,21.3083,92.69086667,18.11205833,18.11205833,19.17744167,24.50444167,120.3916417,67.12095,89.494625,12.78495833,12.78495833,295.119275,83.10215,82.03676667,41.55111667,29.83154167,72.44804167,64.99018333,75.64428333,41.55111667,138.5036083,15.9812,36.224025,35.15864167,207.30325,76.77899167,42.22845833,92.13476667,80.61795833,184.2696333,299.4381167,249.5317167,46.06743333,115.1684833,161.2359167,145.8800417,142.0411667,84.456925,19.19475,88.2958,145.8800417,119.00745,165.0748833,106.0607667,7.677933333,30.71155833,149.7190083,95.97373333,10608.92306
169,273.2006,107.1306,208.9122,160.7211,278.5495,101.7816,374.9822,251.7543,182.1169,74.9863,482.1127,133.9258,57.5055,321.3917,241.0564,96.4326,74.9863,53.5905,37.4932,332.1401,91.0837,128.5768,230.3585,316.0427,333.0484,343.1408,237.1708,42.8421,117.8285,107.1306,25.991,66.6591,37.2836,35.0272,28.737,21.0598,39.3803,39.3803,19.158,17.0293,56.4096,29.8013,36.1873,21.2867,92.5969,18.0937,18.0937,19.158,24.4796,120.2696,67.0529,89.4039,12.772,12.772,294.8201,83.0179,81.9536,41.509,29.8013,72.3746,64.9243,75.5676,41.509,138.3632,15.965,36.1873,35.123,207.4075,76.8176,42.2497,92.1811,80.6585,184.3623,299.5887,249.6572,46.0906,115.2264,161.317,145.9534,142.1126,84.4994,19.2044,88.3402,145.9534,119.0673,165.1579,106.1141,7.6818,30.727,149.7943,96.022,10607.3761
170,273.4208167,107.21695,209.0805917,160.85065,278.7740333,101.8636417,375.2844583,251.9572333,182.2637,75.04675,482.501325,134.0337583,57.55185,321.6507667,241.2507083,96.51033333,75.04675,53.6337,37.52341667,332.407825,91.15711667,128.68045,230.5441833,316.29745,333.3168583,343.4173917,237.361975,42.87663333,117.923475,107.21695,25.97380833,66.61501667,37.25894167,35.00403333,28.71799167,21.04586667,39.35425833,39.35425833,19.145325,17.01804167,56.37229167,29.78159167,36.16336667,21.27261667,92.53566667,18.08173333,18.08173333,19.145325,24.46341667,120.1900583,67.00855833,89.344775,12.76355,12.76355,294.6251167,82.963,81.8994,41.48154167,29.78159167,72.32673333,64.88135833,75.517625,41.48154167,138.2716917,15.95444167,36.16336667,35.09976667,207.4166333,76.82098333,42.25155833,92.18515833,80.66205,184.3704167,299.6018833,249.6681917,46.092625,115.231475,161.3241,145.9598333,142.11885,84.50311667,19.20524167,88.34409167,145.9598333,119.0725417,165.1651667,106.118775,7.682133333,30.72835833,149.8009,96.026225,10610.87483
171,273.6410333,107.3033,209.2489833,160.9802,278.9985667,101.9456833,375.5867167,252.1601667,182.4105,75.1072,482.88995,134.1417167,57.5982,321.9098333,241.4450167,96.58806667,75.1072,53.6769,37.55363333,332.67555,91.23053333,128.7841,230.7298667,316.5522,333.5853167,343.6939833,237.55315,42.91116667,118.01845,107.3033,25.95661667,66.57093333,37.23428333,34.98086667,28.69898333,21.03193333,39.32821667,39.32821667,19.13265,17.00678333,56.33498333,29.76188333,36.13943333,21.25853333,92.47443333,18.06976667,18.06976667,19.13265,24.44723333,120.1105167,66.96421667,89.28565,12.7551,12.7551,294.4301333,82.9081,81.8452,41.45408333,29.76188333,72.27886667,64.83841667,75.46765,41.45408333,138.1801833,15.94388333,36.13943333,35.07653333,207.4257667,76.82436667,42.25341667,92.18921667,80.6656,184.3785333,299.6150667,249.6791833,46.09465,115.23655,161.3312,145.9662667,142.1251,84.50683333,19.20608333,88.34798333,145.9662667,119.0777833,165.1724333,106.12345,7.682466667,30.72971667,149.8075,96.03045,10614.37357
172,273.86125,107.38965,209.417375,161.10975,279.2231,102.027725,375.888975,252.3631,182.5573,75.16765,483.278575,134.249675,57.64455,322.1689,241.639325,96.6658,75.16765,53.7201,37.58385,332.943275,91.30395,128.88775,230.91555,316.80695,333.853775,343.970575,237.744325,42.9457,118.113425,107.38965,25.939425,66.52685,37.209625,34.9577,28.679975,21.018,39.302175,39.302175,19.119975,16.995525,56.297675,29.742175,36.1155,21.24445,92.4132,18.0578,18.0578,19.119975,24.43105,120.030975,66.919875,89.226525,12.74665,12.74665,294.23515,82.8532,81.791,41.426625,29.742175,72.231,64.795475,75.417675,41.426625,138.088675,15.933325,36.1155,35.0533,207.4349,76.82775,42.255275,92.193275,80.66915,184.38665,299.62825,249.690175,46.096675,115.241625,161.3383,145.9727,142.13135,84.51055,19.206925,88.351875,145.9727,119.083025,165.1797,106.128125,7.6828,30.731075,149.8141,96.034675,10617.8723
173,274.0814667,107.476,209.5857667,161.2393,279.4476333,102.1097667,376.1912333,252.5660333,182.7041,75.2281,483.6672,134.3576333,57.6909,322.4279667,241.8336333,96.74353333,75.2281,53.7633,37.61406667,333.211,91.37736667,128.9914,231.1012333,317.0617,334.1222333,344.2471667,237.9355,42.98023333,118.2084,107.476,25.92223333,66.48276667,37.18496667,34.93453333,28.66096667,21.00406667,39.27613333,39.27613333,19.1073,16.98426667,56.26036667,29.72246667,36.09156667,21.23036667,92.35196667,18.04583333,18.04583333,19.1073,24.41486667,119.9514333,66.87553333,89.1674,12.7382,12.7382,294.0401667,82.7983,81.7368,41.39916667,29.72246667,72.18313333,64.75253333,75.3677,41.39916667,137.9971667,15.92276667,36.09156667,35.03006667,207.4440333,76.83113333,42.25713333,92.19733333,80.6727,184.3947667,299.6414333,249.7011667,46.0987,115.2467,161.3454,145.9791333,142.1376,84.51426667,19.20776667,88.35576667,145.9791333,119.0882667,165.1869667,106.1328,7.683133333,30.73243333,149.8207,96.0389,10621.37103
174,274.3016833,107.56235,209.7541583,161.36885,279.6721667,102.1918083,376.4934917,252.7689667,182.8509,75.28855,484.055825,134.4655917,57.73725,322.6870333,242.0279417,96.82126667,75.28855,53.8065,37.64428333,333.478725,91.45078333,129.09505,231.2869167,317.31645,334.3906917,344.5237583,238.126675,43.01476667,118.303375,107.56235,25.90504167,66.43868333,37.16030833,34.91136667,28.64195833,20.99013333,39.25009167,39.25009167,19.094625,16.97300833,56.22305833,29.70275833,36.06763333,21.21628333,92.29073333,18.03386667,18.03386667,19.094625,24.39868333,119.8718917,66.83119167,89.108275,12.72975,12.72975,293.8451833,82.7434,81.6826,41.37170833,29.70275833,72.13526667,64.70959167,75.317725,41.37170833,137.9056583,15.91220833,36.06763333,35.00683333,207.4531667,76.83451667,42.25899167,92.20139167,80.67625,184.4028833,299.6546167,249.7121583,46.100725,115.251775,161.3525,145.9855667,142.14385,84.51798333,19.20860833,88.35965833,145.9855667,119.0935083,165.1942333,106.137475,7.683466667,30.73379167,149.8273,96.043125,10624.86977
175,274.5219,107.6487,209.92255,161.4984,279.8967,102.27385,376.79575,252.9719,182.9977,75.349,484.44445,134.57355,57.7836,322.9461,242.22225,96.899,75.349,53.8497,37.6745,333.74645,91.5242,129.1987,231.4726,317.5712,334.65915,344.80035,238.31785,43.0493,118.39835,107.6487,25.88785,66.3946,37.13565,34.8882,28.62295,20.9762,39.22405,39.22405,19.08195,16.96175,56.18575,29.68305,36.0437,21.2022,92.2295,18.0219,18.0219,19.08195,24.3825,119.79235,66.78685,89.04915,12.7213,12.7213,293.6502,82.6885,81.6284,41.34425,29.68305,72.0874,64.66665,75.26775,41.34425,137.81415,15.90165,36.0437,34.9836,207.4623,76.8379,42.26085,92.20545,80.6798,184.411,299.6678,249.72315,46.10275,115.25685,161.3596,145.992,142.1501,84.5217,19.20945,88.36355,145.992,119.09875,165.2015,106.14215,7.6838,30.73515,149.8339,96.04735,10628.3685
176,274.7421167,107.73505,210.0909417,161.62795,280.1212333,102.3558917,377.0980083,253.1748333,183.1445,75.40945,484.833075,134.6815083,57.82995,323.2051667,242.4165583,96.97673333,75.40945,53.8929,37.70471667,334.014175,91.59761667,129.30235,231.6582833,317.82595,334.9276083,345.0769417,238.509025,43.08383333,118.493325,107.73505,25.87065833,66.35051667,37.11099167,34.86503333,28.60394167,20.96226667,39.19800833,39.19800833,19.069275,16.95049167,56.14844167,29.66334167,36.01976667,21.18811667,92.16826667,18.00993333,18.00993333,19.069275,24.36631667,119.7128083,66.74250833,88.990025,12.71285,12.71285,293.4552167,82.6336,81.5742,41.31679167,29.66334167,72.03953333,64.62370833,75.217775,41.31679167,137.7226417,15.89109167,36.01976667,34.96036667,207.4714333,76.84128333,42.26270833,92.20950833,80.68335,184.4191167,299.6809833,249.7341417,46.104775,115.261925,161.3667,145.9984333,142.15635,84.52541667,19.21029167,88.36744167,145.9984333,119.1039917,165.2087667,106.146825,7.684133333,30.73650833,149.8405,96.051575,10631.86723
177,274.9623333,107.8214,210.2593333,161.7575,280.3457667,102.4379333,377.4002667,253.3777667,183.2913,75.4699,485.2217,134.7894667,57.8763,323.4642333,242.6108667,97.05446667,75.4699,53.9361,37.73493333,334.2819,91.67103333,129.406,231.8439667,318.0807,335.1960667,345.3535333,238.7002,43.11836667,118.5883,107.8214,25.85346667,66.30643333,37.08633333,34.84186667,28.58493333,20.94833333,39.17196667,39.17196667,19.0566,16.93923333,56.11113333,29.64363333,35.99583333,21.17403333,92.10703333,17.99796667,17.99796667,19.0566,24.35013333,119.6332667,66.69816667,88.9309,12.7044,12.7044,293.2602333,82.5787,81.52,41.28933333,29.64363333,71.99166667,64.58076667,75.1678,41.28933333,137.6311333,15.88053333,35.99583333,34.93713333,207.4805667,76.84466667,42.26456667,92.21356667,80.6869,184.4272333,299.6941667,249.7451333,46.1068,115.267,161.3738,146.0048667,142.1626,84.52913333,19.21113333,88.37133333,146.0048667,119.1092333,165.2160333,106.1515,7.684466667,30.73786667,149.8471,96.0558,10635.36597
