BUS_ID,Unnamed: 0,TYPE,PD,QD,GS,BS,AREA,VM,VA,BASEKV,ZONE,VMAX,VMIN,LAM_P,LAMQ,MU_VMAX,MU_VMIN,BUS_NAME,BUS_LOCATION,VOLL
bus5476,1040,1,10.97,3.11,0,0,5,0.98696,-62.575,161,14,1.1,0.9,94.5,13.37,0,0,CORSICANA 1 0,CORSICANA  ,9450
bus5477,1041,1,79.03,22.39,0,0,5,1.0075,-55.584,161,13,1.1,0.9,36.53,0.38,0,0,HARKER HEIGHTS 0,HARKER HEIGHTS ,3653
bus5478,1042,1,137.94,39.08,0,120,5,0.99427,-70.236,161,17,1.1,0.9,291.36,31.68,0,0,IRVING 3 0,IRVING  ,29136
bus5479,1043,1,0,0,0,0,5,1.0027,-61.964,500,17,1.1,0.9,101.21,10.87,0,0,BURLESON 0,BURLESON ,10121
bus5480,1044,1,179.23,50.78,0,0,5,0.99264,-65.503,161,17,1.1,0.9,141.9,14.77,0,0,BURLESON 1,BURLESON ,14190
bus5481,1045,1,58.18,16.49,0,0,5,0.98632,-66.861,161,17,1.1,0.9,347.2,-17.1,0,0,FORT WORTH 28 0,FORT WORTH  ,34720
bus5482,1046,1,69.18,19.6,0,260,5,1.0038,-71.681,161,16,1.1,0.9,425.95,25.38,0,0,DALLAS 23 0,DALLAS  ,42595
bus5483,1047,1,84.63,23.98,0,0,5,1.0036,-68.244,161,17,1.1,0.9,188.54,19.22,0,0,NORTH RICHLAND HILLS 1 0,NORTH RICHLAND HILLS  ,18854
bus5484,1048,1,6.29,1.78,0,0,5,1.0129,-44.384,161,15,1.1,0.9,38.25,-4.75,0,0,CROSS PLAINS 0,CROSS PLAINS ,3825
bus5485,1049,1,4.69,1.33,0,0,5,1.0089,-60.205,161,14,1.1,0.9,39.17,-1.39,0,0,BLOOMING GROVE 0,BLOOMING GROVE ,3917
bus6001,1050,1,103.81,29.41,0,217.79,6,1.02,-57.146,115,22,1.1,0.9,-9.42,0,0,0,CONVERSE 0,CONVERSE ,100
bus6002,1051,1,32.48,9.2,0,0,6,1.002,-57.147,115,26,1.1,0.9,421.05,72.56,0,0,SAN ANTONIO 46 0,SAN ANTONIO  ,42105
bus6003,1052,1,0,0,0,0,6,1.0306,-46.541,500,25,1.1,0.9,22.28,-2.43,0,0,BASTROP 0,BASTROP ,2228
bus6004,1053,1,0,0,0,0,6,1.0152,-42.925,230,25,1.1,0.9,68.32,5.56,0,0,BASTROP 1,BASTROP ,6832
bus6005,1054,1,75.48,21.39,0,0,6,1.0148,-46.151,115,25,1.1,0.9,196.34,16.4,0,0,BASTROP 2,BASTROP ,19634
bus6006,1055,2,0,0,0,0,6,1.04,-45.142,13.8,25,1.1,0.9,22.37,0,0,0,BASTROP 3,BASTROP ,2237
bus6007,1056,2,0,0,0,0,6,1.0306,-46.541,13.8,25,1.1,0.9,22.28,-2.43,0,0,BASTROP 4,BASTROP ,2228
bus6008,1057,2,0,0,0,0,6,1.04,-45.02,13.8,25,1.1,0.9,22.36,0,0,0,BASTROP 5,BASTROP ,2236
bus6009,1058,2,0,0,0,0,6,1.04,-43.991,13.8,25,1.1,0.9,22.4,0,0,0,BASTROP 6,BASTROP ,2240
bus6010,1059,2,0,0,0,0,6,1.04,-44.772,13.8,25,1.1,0.9,22.38,0,0,0,BASTROP 7,BASTROP ,2238
bus6011,1060,1,24.02,6.81,0,0,6,1.0073,-52.596,115,22,1.1,0.9,380.73,41.05,0,0,MARION 2 0,MARION  ,38073
bus6012,1061,1,13.51,3.83,0,83.98,6,1.02,-49.998,115,25,1.1,0.9,372.31,0,0,0,PAIGE 0,PAIGE ,37231
bus6013,1062,1,94.89,26.89,0,0,6,0.98665,-58.17,115,26,1.1,0.9,182.71,22.2,0,0,SAN ANTONIO 42 0,SAN ANTONIO  ,18271
bus6014,1063,1,5.51,1.56,0,0,6,1.0108,-51.981,115,24,1.1,0.9,717.8,0.19,0,0,WAELDER 0,WAELDER ,71780
bus6015,1064,1,24.76,7.02,0,0,6,1.0015,-56.462,115,26,1.1,0.9,80.9,15.82,0,0,ATASCOSA 0,ATASCOSA ,8090
bus6016,1065,1,176.43,49.99,0,0,6,1.0032,-57.247,115,26,1.1,0.9,193.18,19.83,0,0,SAN ANTONIO 40 0,SAN ANTONIO  ,19318
bus6017,1066,1,83.31,23.6,0,0,6,1.0004,-55.488,115,22,1.1,0.9,188.71,-1.88,0,0,CIBOLO 0,CIBOLO ,18871
bus6018,1067,1,2.46,0.7,0,0,6,0.98899,-56.894,115,23,1.1,0.9,634.76,147.18,0,0,AUSTIN 6 0,AUSTIN  ,63476
bus6019,1068,1,59.07,16.74,0,0,6,0.98773,-57.564,115,23,1.1,0.9,866.14,129.17,0,0,AUSTIN 25 0,AUSTIN  ,86614
bus6020,1069,1,16.53,4.68,0,0,6,1.015,-51.838,115,23,1.1,0.9,37.48,11.92,0,0,HORSESHOE BAY 0,HORSESHOE BAY ,3748
bus6021,1070,1,0,0,0,0,6,1.0252,-49.223,500,23,1.1,0.9,12.34,-7.45,0,0,LEANDER 1 0,LEANDER  ,1234
bus6022,1071,1,0,0,0,0,6,1.0133,-51.937,230,23,1.1,0.9,6.09,-11.24,0,0,LEANDER 1 1,LEANDER  ,609
bus6023,1072,1,132.89,37.65,0,0,6,0.99682,-55.744,115,23,1.1,0.9,115.11,40.72,0,0,LEANDER 1 2,LEANDER  ,11511
bus6024,1073,1,84.99,24.08,0,250,6,1.0176,-59.341,115,23,1.1,0.9,1081.2,68.72,0,0,AUSTIN 10 0,AUSTIN  ,108120
bus6025,1074,1,64.63,18.31,0,343.05,6,1.02,-57.485,115,26,1.1,0.9,232.82,0,0,0,SAN ANTONIO 31 0,SAN ANTONIO  ,23282
bus6026,1075,1,22.12,6.27,0,0,6,0.99417,-56.295,115,26,1.1,0.9,114.95,16.95,0,0,SAN ANTONIO 49 0,SAN ANTONIO  ,11495
bus6027,1076,1,64.98,18.41,0,0,6,1.0088,-52.735,115,23,1.1,0.9,521.02,31.58,0,0,ELGIN 0,ELGIN ,52102
bus6028,1077,1,103.35,29.28,0,0,6,0.98606,-57.308,115,23,1.1,0.9,132.97,23.46,0,0,AUSTIN 31 0,AUSTIN  ,13297
bus6029,1078,1,6.98,1.98,0,0,6,1.0136,-46.775,115,24,1.1,0.9,72.96,3.39,0,0,RUNGE 0,RUNGE ,7296
bus6030,1079,1,0,0,0,0,6,1.0129,-35.973,230,24,1.1,0.9,85.72,10.26,0,0,YOAKUM 0,YOAKUM ,8572
bus6031,1080,1,29.18,8.27,0,0,6,1.008,-38.636,115,24,1.1,0.9,121.46,22.33,0,0,YOAKUM 1,YOAKUM ,12146
bus6032,1081,1,36.4,10.31,0,0,6,0.99028,-59.915,115,23,1.1,0.9,1145.2,63.93,0,0,AUSTIN 37 0,AUSTIN  ,114520
bus6033,1082,1,0,0,0,0,6,1.0144,-50.975,500,23,1.1,0.9,-7.78,-12.49,0,0,PFLUGERVILLE 0,PFLUGERVILLE ,100
bus6034,1083,1,0,0,0,0,6,1.0033,-53.153,230,23,1.1,0.9,-6.56,-14.71,0,0,PFLUGERVILLE 1,PFLUGERVILLE ,100
bus6035,1084,1,206.37,58.47,0,0,6,0.99182,-56.203,115,23,1.1,0.9,765.29,139.2,0,0,PFLUGERVILLE 2,PFLUGERVILLE ,76529
bus6036,1085,1,0,0,0,0,6,1.0081,-52.03,230,22,1.1,0.9,50.43,10.21,0,0,SAN ANTONIO 12 0,SAN ANTONIO  ,5043
bus6037,1086,1,147.53,41.8,0,0,6,1.0029,-54.748,115,22,1.1,0.9,138.73,18.03,0,0,SAN ANTONIO 12 1,SAN ANTONIO  ,13873
bus6038,1087,1,0,0,0,0,6,1.0238,-49.532,500,23,1.1,0.9,-1.89,-12.04,0,0,AUSTIN 3 0,AUSTIN  ,100
bus6039,1088,1,0,0,0,0,6,1.0034,-53.391,230,23,1.1,0.9,-126.03,-61.82,0,0,AUSTIN 3 1,AUSTIN  ,100
bus6040,1089,1,80.78,22.89,0,0,6,0.98905,-57.314,115,23,1.1,0.9,892.61,131.97,0,0,AUSTIN 3 2,AUSTIN  ,89261
bus6041,1090,2,0,0,0,0,6,1.0278,-49.537,13.8,23,1.1,0.9,-1.64,-11.95,0,0,AUSTIN 3 3,AUSTIN  ,100
bus6042,1091,2,0,0,0,0,6,1.04,-49.544,13.8,23,1.1,0.9,-0.57,0,0,0,AUSTIN 3 4,AUSTIN  ,100
bus6043,1092,1,148.3,42.02,0,0,6,0.99211,-55.799,115,26,1.1,0.9,55.56,14.04,0,0,SAN ANTONIO 48 0,SAN ANTONIO  ,5556
bus6044,1093,1,18.3,5.18,0,0,6,0.99047,-57.091,115,26,1.1,0.9,166.48,3.3,0,0,SAN ANTONIO 19 0,SAN ANTONIO  ,16648
bus6045,1094,1,0,0,0,0,6,1.0222,-49.143,500,26,1.1,0.9,46.6,6.55,0,0,SAN ANTONIO 2 0,SAN ANTONIO  ,4660
bus6046,1095,1,0,0,0,0,6,1.0145,-52.283,230,26,1.1,0.9,106.67,19.64,0,0,SAN ANTONIO 2 1,SAN ANTONIO  ,10667
bus6047,1096,1,149.85,42.46,0,0,6,1.0061,-56.795,115,26,1.1,0.9,283.16,48.92,0,0,SAN ANTONIO 2 2,SAN ANTONIO  ,28316
bus6048,1097,2,0,0,0,0,6,1.0222,-49.143,13.8,26,1.1,0.9,46.6,6.55,0,0,SAN ANTONIO 2 3,SAN ANTONIO  ,4660
bus6049,1098,2,0,0,0,0,6,1.0222,-49.143,13.8,26,1.1,0.9,46.6,6.55,0,0,SAN ANTONIO 2 4,SAN ANTONIO  ,4660
bus6050,1099,2,0,0,0,0,6,1.0222,-49.143,13.8,26,1.1,0.9,46.6,6.55,0,0,SAN ANTONIO 2 5,SAN ANTONIO  ,4660
bus6051,1100,2,0,0,0,0,6,1.0295,-48.357,13.8,26,1.1,0.9,46.4,6.45,0,0,SAN ANTONIO 2 6,SAN ANTONIO  ,4640
bus6052,1101,2,0,0,0,0,6,1.0222,-49.143,13.8,26,1.1,0.9,46.6,6.55,0,0,SAN ANTONIO 2 7,SAN ANTONIO  ,4660
bus6053,1102,2,0,0,0,0,6,1.0305,-48.238,13.8,26,1.1,0.9,46.38,6.44,0,0,SAN ANTONIO 2 8,SAN ANTONIO  ,4638
bus6054,1103,2,0,0,0,0,6,1.0377,-47.431,13.8,26,1.1,0.9,46.18,6.35,0,0,SAN ANTONIO 2 9,SAN ANTONIO  ,4618
bus6055,1104,1,4.93,1.4,0,0,6,1.0156,-59.115,115,26,1.1,0.9,322.19,28.34,0,0,BERGHEIM 0,BERGHEIM ,32219
bus6056,1105,1,0,0,0,0,6,1.0219,-46.728,500,22,1.1,0.9,14.12,-3.88,0,0,NEW BRAUNFELS 2 0,NEW BRAUNFELS  ,1412
bus6057,1106,1,0,0,0,0,6,1.015,-49.6,230,22,1.1,0.9,-66.38,-29.66,0,0,NEW BRAUNFELS 2 1,NEW BRAUNFELS  ,100
bus6058,1107,1,178.64,50.61,0,0,6,1.0069,-51.948,115,22,1.1,0.9,746,119.51,0,0,NEW BRAUNFELS 2 2,NEW BRAUNFELS  ,74600
bus6059,1108,1,3.44,0.97,0,0,6,1.0161,-55.716,115,26,1.1,0.9,7.66,0.94,0,0,D HANIS 0,D HANIS ,766
bus6060,1109,1,74.53,21.12,0,0,6,0.99957,-58.191,115,26,1.1,0.9,366.99,46.52,0,0,SAN ANTONIO 24 0,SAN ANTONIO  ,36699
bus6061,1110,1,147.9,41.91,0,0,6,0.98581,-58.093,115,23,1.1,0.9,808.23,132.02,0,0,AUSTIN 7 0,AUSTIN  ,80823
bus6062,1111,1,0,0,0,0,6,1.0147,-33.669,500,25,1.1,0.9,50.15,2.41,0,0,BRENHAM 0,BRENHAM ,5015
bus6063,1112,1,0,0,0,0,6,1.0103,-36.703,230,25,1.1,0.9,77.73,18.85,0,0,BRENHAM 1,BRENHAM ,7773
bus6064,1113,1,82.48,23.37,0,0,6,1.0026,-39.962,115,25,1.1,0.9,260.06,106.46,0,0,BRENHAM 2,BRENHAM ,26006
bus6065,1114,1,14.86,4.21,0,0,6,0.99239,-57.086,115,23,1.1,0.9,98.5,28.68,0,0,BERTRAM 0,BERTRAM ,9850
bus6066,1115,1,0,0,0,0,6,1.024,-47.347,500,22,1.1,0.9,17.73,-2.44,0,0,MARION 1 0,MARION  ,1773
bus6067,1116,1,0,0,0,0,6,1.0159,-49.68,230,22,1.1,0.9,14.87,-8.23,0,0,MARION 1 1,MARION  ,1487
bus6068,1117,1,0,0,0,0,6,1.0068,-53.544,115,22,1.1,0.9,178.2,12.13,0,0,MARION 1 2,MARION  ,17820
bus6069,1118,2,0,0,0,0,6,1.03,-46.536,18,22,1.1,0.9,17.83,0,0,0,MARION 1 3,MARION  ,1783
bus6070,1119,2,0,0,0,0,6,1.03,-45.252,18,22,1.1,0.9,17.89,0,0,0,MARION 1 4,MARION  ,1789
bus6071,1120,2,0,0,0,0,6,1.03,-46.797,18,22,1.1,0.9,17.81,0,0,0,MARION 1 5,MARION  ,1781
bus6072,1121,2,0,0,0,0,6,1.024,-47.347,18,22,1.1,0.9,17.73,-2.44,0,0,MARION 1 6,MARION  ,1773
bus6073,1122,2,0,0,0,0,6,1.03,-46.2,18,22,1.1,0.9,17.84,0,0,0,MARION 1 7,MARION  ,1784
bus6074,1123,2,0,0,0,0,6,1.03,-46.212,18,22,1.1,0.9,17.85,0,0,0,MARION 1 8,MARION  ,1785
bus6075,1124,1,0,0,0,0,6,1.0159,-32.143,500,25,1.1,0.9,18.5,-6.12,0,0,LA GRANGE 0,LA GRANGE ,1850
bus6076,1125,1,0,0,0,0,6,1.0162,-34.343,230,25,1.1,0.9,-15.52,-13.33,0,0,LA GRANGE 1,LA GRANGE ,100
bus6077,1126,1,0,0,0,0,6,1.015,-36.439,115,25,1.1,0.9,1364.7,-20.32,0,0,LA GRANGE 2,LA GRANGE ,136470
bus6078,1127,2,0,0,0,0,6,1.0072,-29.025,22,25,1.1,0.9,19.29,-11.93,0,0,LA GRANGE 3,LA GRANGE ,1929
bus6079,1128,2,0,0,0,0,6,1.0124,-31.147,22,25,1.1,0.9,18.75,-6.17,0,0,LA GRANGE 4,LA GRANGE ,1875
bus6080,1129,2,0,0,0,0,6,1.0108,-30.782,22,25,1.1,0.9,18.89,-6.2,0,0,LA GRANGE 5,LA GRANGE ,1889
bus6081,1130,1,0,0,0,0,6,1.0192,-50.93,115,23,1.1,0.9,1.03,6.5,0,0,MARBLE FALLS 1 0,MARBLE FALLS  ,103
bus6082,1131,2,0,0,0,0,6,1.04,-48.38,13.8,23,1.1,0.9,0,0,0,0,MARBLE FALLS 1 1,MARBLE FALLS  ,100
bus6083,1132,2,0,0,0,0,6,1.04,-42.002,13.8,23,1.1,0.9,0.3,0,0,0,MARBLE FALLS 1 2,MARBLE FALLS  ,100
bus6084,1133,1,0,0,0,0,6,1.0002,-55.52,115,23,1.1,0.9,207.82,18.14,0,0,ROUND ROCK 1 0,ROUND ROCK  ,20782
bus6085,1134,2,0,0,0,0,6,1.0003,-55.248,13.8,23,1.1,0.9,207.61,18.15,0,0,ROUND ROCK 1 1,ROUND ROCK  ,20761
bus6086,1135,2,0,0,0,0,6,1.0003,-52.773,13.8,23,1.1,0.9,205.57,18.25,0,0,ROUND ROCK 1 2,ROUND ROCK  ,20557
bus6087,1136,2,0,0,0,0,6,1.0002,-55.52,13.8,23,1.1,0.9,207.82,18.14,0,0,ROUND ROCK 1 3,ROUND ROCK  ,20782
bus6088,1137,2,0,0,0,0,6,1.0004,-55.09,13.8,23,1.1,0.9,207.46,18.15,0,0,ROUND ROCK 1 4,ROUND ROCK  ,20746
bus6089,1138,2,0,0,0,0,6,1.0004,-53.988,13.8,23,1.1,0.9,206.62,18.18,0,0,ROUND ROCK 1 5,ROUND ROCK  ,20662
bus6090,1139,2,0,0,0,0,6,1.0004,-53.788,13.8,23,1.1,0.9,206.47,18.19,0,0,ROUND ROCK 1 6,ROUND ROCK  ,20647
bus6091,1140,1,37.81,10.71,0,80,6,1.0017,-58.78,115,23,1.1,0.9,1381.8,-2616.7,0,0,WIMBERLEY 0,WIMBERLEY ,138180
bus6092,1141,1,35.66,10.1,0,41.97,6,1.02,-48.155,115,24,1.1,0.9,392.41,0,0,0,GONZALES 0,GONZALES ,39241
bus6093,1142,1,40.54,11.49,0,0,6,0.994,-56.347,115,22,1.1,0.9,290.29,7.92,0,0,SAN ANTONIO 11 0,SAN ANTONIO  ,29029
bus6094,1143,1,67.98,19.26,0,0,6,1.0014,-55.876,115,22,1.1,0.9,182.55,20.78,0,0,SAN ANTONIO 14 0,SAN ANTONIO  ,18255
bus6095,1144,1,68.37,19.37,0,0,6,0.99817,-57.819,115,23,1.1,0.9,1149.4,-26.84,0,0,HUTTO 0,HUTTO ,114940
bus6096,1145,1,25.78,7.3,0,72.78,6,1.02,-53.544,115,24,1.1,0.9,650.35,0,0,0,LULING 0,LULING ,65035
bus6097,1146,1,105.36,29.85,0,0,6,0.99166,-56.884,115,26,1.1,0.9,189.65,5.18,0,0,SAN ANTONIO 21 0,SAN ANTONIO  ,18965
bus6098,1147,1,132.22,37.46,0,0,6,0.98002,-58.6,115,23,1.1,0.9,747.23,123.06,0,0,AUSTIN 12 0,AUSTIN  ,74723
bus6099,1148,1,21.38,6.06,0,0,6,0.99179,-57.059,115,26,1.1,0.9,68.93,14.59,0,0,SAN ANTONIO 15 0,SAN ANTONIO  ,6893
bus6100,1149,1,37.71,10.69,0,0,6,0.9931,-57.194,115,22,1.1,0.9,54.16,2.97,0,0,ADKINS 0,ADKINS ,5416
bus6101,1150,1,0,0,0,0,6,1.0183,-33.149,500,25,1.1,0.9,23.39,-4.94,0,0,WINCHESTER 0,WINCHESTER ,2339
bus6102,1151,1,0,0,0,0,6,1.0162,-36.314,230,25,1.1,0.9,33.24,-2.15,0,0,WINCHESTER 1,WINCHESTER ,3324
bus6103,1152,1,34.21,9.69,0,43.95,6,1.02,-42.131,115,25,1.1,0.9,99.95,0,0,0,WINCHESTER 2,WINCHESTER ,9995
bus6104,1153,2,0,0,0,0,6,1.0257,-32.352,13.8,25,1.1,0.9,23.53,-4.87,0,0,WINCHESTER 3,WINCHESTER ,2353
bus6105,1154,2,0,0,0,0,6,1.0299,-31.87,13.8,25,1.1,0.9,23.62,-4.83,0,0,WINCHESTER 4,WINCHESTER ,2362
bus6106,1155,2,0,0,0,0,6,1.0243,-32.517,13.8,25,1.1,0.9,23.5,-4.88,0,0,WINCHESTER 5,WINCHESTER ,2350
bus6107,1156,1,0,0,0,0,6,1.0296,-48.08,500,25,1.1,0.9,18.46,-2.92,0,0,ROCKDALE 1 0,ROCKDALE  ,1846
bus6108,1157,1,0,0,0,0,6,1.008,-48.095,230,25,1.1,0.9,31.04,2.95,0,0,ROCKDALE 1 1,ROCKDALE  ,3104
bus6109,1158,1,14.44,4.09,0,0,6,1.0021,-50.975,115,25,1.1,0.9,64.01,18,0,0,ROCKDALE 1 2,ROCKDALE  ,6401
bus6110,1159,2,0,0,0,0,6,1.04,-46.349,13.8,25,1.1,0.9,18.74,0,0,0,ROCKDALE 1 3,ROCKDALE  ,1874
bus6111,1160,2,0,0,0,0,6,1.04,-46.407,13.8,25,1.1,0.9,18.77,0,0,0,ROCKDALE 1 4,ROCKDALE  ,1877
bus6112,1161,1,16.16,4.58,0,0,6,0.99574,-55.303,115,26,1.1,0.9,66.85,16.41,0,0,NATALIA 0,NATALIA ,6685
bus6113,1162,1,20.52,5.81,0,0,6,0.98483,-57.967,115,23,1.1,0.9,838.01,133.86,0,0,AUSTIN 20 0,AUSTIN  ,83801
bus6114,1163,1,70.54,19.99,0,0,6,0.98273,-58.65,115,26,1.1,0.9,1186.2,322.64,0,0,SAN ANTONIO 43 0,SAN ANTONIO  ,118620
bus6115,1164,1,131.13,37.15,0,0,6,0.99096,-57.362,115,22,1.1,0.9,337.53,-35.88,0,0,SAN ANTONIO 5 0,SAN ANTONIO  ,33753
bus6116,1165,1,56.85,16.11,0,0,6,0.99068,-58.452,115,23,1.1,0.9,1010.5,41.57,0,0,TAYLOR 0,TAYLOR ,101050
bus6117,1166,1,27.2,7.71,0,0,6,1.0154,-44.521,115,25,1.1,0.9,152.53,10.28,0,0,SMITHVILLE 0,SMITHVILLE ,15253
bus6118,1167,1,0,0,0,0,6,1.0245,-49.664,500,23,1.1,0.9,10.63,-8.3,0,0,CEDAR PARK 0,CEDAR PARK ,1063
bus6119,1168,1,0,0,0,0,6,1.0064,-53.179,230,23,1.1,0.9,70.42,10.23,0,0,CEDAR PARK 1,CEDAR PARK ,7042
bus6120,1169,1,195.3,55.33,0,0,6,0.9947,-56.427,115,23,1.1,0.9,278.3,71.32,0,0,CEDAR PARK 2,CEDAR PARK ,27830
bus6121,1170,1,120.8,34.23,0,0,6,1.0012,-57.006,115,26,1.1,0.9,290.33,-15.89,0,0,SAN ANTONIO 25 0,SAN ANTONIO  ,29033
bus6122,1171,1,22.71,6.43,0,0,6,1.0031,-39.448,115,24,1.1,0.9,452.39,71.98,0,0,HALLETTSVILLE 0,HALLETTSVILLE ,45239
bus6123,1172,1,45.11,12.78,0,0,6,0.98275,-57.87,115,23,1.1,0.9,752.34,133.02,0,0,AUSTIN 5 0,AUSTIN  ,75234
bus6124,1173,1,57.42,16.27,0,0,6,0.99972,-54.146,115,22,1.1,0.9,633.27,107.15,0,0,NEW BRAUNFELS 3 0,NEW BRAUNFELS  ,63327
bus6125,1174,1,2.59,0.73,0,0,6,0.99177,-54.394,115,22,1.1,0.9,57.93,2.29,0,0,SUTHERLAND SPRINGS 0,SUTHERLAND SPRINGS ,5793
bus6126,1175,1,50.38,14.27,0,0,6,0.98768,-57.322,115,23,1.1,0.9,214.52,37.97,0,0,AUSTIN 34 0,AUSTIN  ,21452
bus6127,1176,1,25.24,7.15,0,9.38,6,0.99661,-52.977,115,25,1.1,0.9,126.07,21.62,0,0,CAMERON 0,CAMERON ,12607
bus6128,1177,1,52.8,14.96,0,0,6,0.98678,-58.66,115,26,1.1,0.9,140.1,16.62,0,0,SAN ANTONIO 35 0,SAN ANTONIO  ,14010
bus6129,1178,1,9.86,2.79,0,0,6,0.99393,-57.565,115,26,1.1,0.9,729.94,86.56,0,0,MEDINA 0,MEDINA ,72994
bus6130,1179,1,13.4,3.8,0,0,6,0.98891,-57.004,115,23,1.1,0.9,268.25,54.9,0,0,MANCHACA 0,MANCHACA ,26825
bus6131,1180,1,43.85,12.43,0,0,6,0.98728,-57.6,115,22,1.1,0.9,1612.6,622.33,0,0,SPRING BRANCH 0,SPRING BRANCH ,161260
bus6132,1181,1,64.74,18.34,0,0,6,0.97818,-58.865,115,23,1.1,0.9,1468.8,154.07,0,0,AUSTIN 19 0,AUSTIN  ,146880
bus6133,1182,1,10.44,2.96,0,0,6,1.008,-49.999,115,25,1.1,0.9,772.43,-6.37,0,0,FLATONIA 0,FLATONIA ,77243
bus6134,1183,1,7.62,2.16,0,0,6,1.0113,-57.583,115,23,1.1,0.9,562.11,24.23,0,0,GRANGER 0,GRANGER ,56211
bus6135,1184,1,21.71,6.15,0,0,6,1.002,-37.893,115,25,1.1,0.9,1308.4,-1.2,0,0,FAYETTEVILLE 0,FAYETTEVILLE ,130840
bus6136,1185,1,71.18,20.17,0,0,6,1.0033,-57.71,115,23,1.1,0.9,463.48,29.64,0,0,GEORGETOWN 2 0,GEORGETOWN  ,46348
bus6137,1186,1,42.18,11.95,0,0,6,0.97804,-59.868,115,23,1.1,0.9,1345,99.78,0,0,AUSTIN 35 0,AUSTIN  ,134500
bus6138,1187,1,27.68,7.84,0,0,6,1.0021,-59.435,115,26,1.1,0.9,345.31,45.42,0,0,PIPE CREEK 0,PIPE CREEK ,34531
bus6139,1188,1,9.61,2.72,0,0,6,1.0046,-52.899,115,25,1.1,0.9,716.4,22.67,0,0,RED ROCK 0,RED ROCK ,71640
bus6140,1189,1,11.69,3.31,0,0,6,1.0067,-56.583,115,23,1.1,0.9,416.68,35.4,0,0,JARRELL 0,JARRELL ,41668
bus6141,1190,1,0,0,0,0,6,1.0241,-46.402,500,22,1.1,0.9,18.34,2.87,0,0,SAN ANTONIO 1 0,SAN ANTONIO  ,1834
bus6142,1191,1,0,0,0,0,6,1.0151,-49.966,230,22,1.1,0.9,-29.3,10.34,0,0,SAN ANTONIO 1 1,SAN ANTONIO  ,100
bus6143,1192,1,0,0,0,0,6,1.0114,-53.501,115,22,1.1,0.9,-198.82,29.08,0,0,SAN ANTONIO 1 2,SAN ANTONIO  ,100
bus6144,1193,2,0,0,0,0,6,1.0241,-46.402,13.8,22,1.1,0.9,18.34,2.87,0,0,SAN ANTONIO 1 3,SAN ANTONIO  ,1834
bus6145,1194,2,0,0,0,0,6,1.03,-43.271,13.8,22,1.1,0.9,18.25,0,0,0,SAN ANTONIO 1 4,SAN ANTONIO  ,1825
bus6146,1195,2,0,0,0,0,6,1.03,-43.386,13.8,22,1.1,0.9,18.25,0,0,0,SAN ANTONIO 1 5,SAN ANTONIO  ,1825
bus6147,1196,2,0,0,0,0,6,1.03,-44.11,13.8,22,1.1,0.9,18.17,0,0,0,SAN ANTONIO 1 6,SAN ANTONIO  ,1817
bus6148,1197,2,0,0,0,0,6,1.0241,-46.402,13.8,22,1.1,0.9,18.34,2.87,0,0,SAN ANTONIO 1 7,SAN ANTONIO  ,1834
bus6149,1198,2,0,0,0,0,6,1.03,-45.84,13.8,22,1.1,0.9,18.28,0,0,0,SAN ANTONIO 1 8,SAN ANTONIO  ,1828
bus6150,1199,1,117.27,33.23,0,0,6,1.0095,-57.934,115,26,1.1,0.9,259.71,25.52,0,0,SAN ANTONIO 36 0,SAN ANTONIO  ,25971
bus6151,1200,1,16.14,4.57,0,50.15,6,1.02,-43.235,115,25,1.1,0.9,912.13,0,0,0,SCHULENBURG 0,SCHULENBURG ,91213
bus6152,1201,1,0,0,0,0,6,1.0105,-53.097,230,26,1.1,0.9,94.56,2.39,0,0,SAN ANTONIO 22 0,SAN ANTONIO  ,9456
bus6153,1202,1,107.97,30.59,0,0,6,0.99054,-55.254,115,26,1.1,0.9,390.52,-34.67,0,0,SAN ANTONIO 22 1,SAN ANTONIO  ,39052
bus6154,1203,1,43.1,12.21,0,0,6,0.99088,-56.379,115,23,1.1,0.9,131.04,26.7,0,0,DRIPPING SPRINGS 0,DRIPPING SPRINGS ,13104
bus6155,1204,1,37.02,10.49,0,0,6,0.98638,-56.214,115,26,1.1,0.9,45.7,18.62,0,0,SAN ANTONIO 26 0,SAN ANTONIO  ,4570
bus6156,1205,1,52.66,14.92,0,0,6,1.0115,-51.793,115,23,1.1,0.9,870.19,31.78,0,0,MARBLE FALLS 3 0,MARBLE FALLS  ,87019
bus6157,1206,1,28.81,8.16,0,0,6,0.99636,-59.174,115,26,1.1,0.9,359.23,48.63,0,0,BOERNE 1 0,BOERNE  ,35923
bus6158,1207,1,5.64,1.6,0,63.25,6,1.02,-43.311,115,25,1.1,0.9,583.81,0,0,0,WASHINGTON 0,WASHINGTON ,58381
bus6159,1208,1,91.04,25.79,0,0,6,0.99917,-56.376,115,22,1.1,0.9,194.19,-10.39,0,0,SCHERTZ 0,SCHERTZ ,19419
bus6160,1209,1,98.28,27.85,0,0,6,0.98542,-57.633,115,23,1.1,0.9,718.19,148.78,0,0,AUSTIN 8 0,AUSTIN  ,71819
bus6161,1210,1,0,0,0,0,6,1.0238,-45.517,500,22,1.1,0.9,16.08,-2.09,0,0,SEGUIN 1 0,SEGUIN  ,1608
bus6162,1211,1,0,0,0,0,6,1.0173,-49.106,230,22,1.1,0.9,-0.74,-10.16,0,0,SEGUIN 1 1,SEGUIN  ,100
