,BR_ID,F_BUS,T_BUS,BR_R,BR_X,BR_B,RATE_A,RATE_B,RATE_C,TAP,SHIFT,BR_STATUS,ANGMIN,ANGMAX,PF,QF,PT,QT,MU_SF,MU_ST,MU_ANGMIN,MU_ANGMAX
1718,br1718,bus6254,bus6038,0.00024,0.00295,0.19592,2020,0,0,0,0,1,0,0,308.07,-128.92,-307.82,111.52,0,0,0,0
1719,br1719,bus6349,bus6038,0.00017,0.002,0.13292,2020,0,0,0,0,1,0,0,-94.87,173.63,94.94,-186.82,0,0,0,0
1720,br1720,bus6040,bus6039,0.00064,0.0344,0,271.8,0,0,1,0,1,0,0,-197.94,-30.93,198.2,45.05,0,0,0,0
1721,br1721,bus6040,bus6039,0.00064,0.0344,0,271.8,0,0,1,0,1,0,0,-197.94,-30.93,198.2,45.05,0,0,0,0
1722,br1722,bus6222,bus6039,0.00129,0.00919,0.01675,443,0,0,0,0,1,0,0,-125.8,-35.65,126.02,35.54,0,0,0,0
1723,br1723,bus6040,bus6224,0.00927,0.03846,0.00653,149,0,0,0,0,1,0,0,62.6,2.21,-62.23,-1.3,0,0,0,0
1724,br1724,bus6043,bus6236,0.0039,0.02665,0.00453,221,0,0,0,0,1,0,0,-52.92,-17.86,53.05,18.25,0,0,0,0
1725,br1725,bus6043,bus6236,0.0039,0.02665,0.00453,221,0,0,0,0,1,0,0,-52.92,-17.86,53.05,18.25,0,0,0,0
1726,br1726,bus6335,bus6043,0.00217,0.01509,0.00247,221,0,0,0,0,1,0,0,21.24,2.98,-21.23,-3.15,0,0,0,0
1727,br1727,bus6335,bus6043,0.00217,0.01509,0.00247,221,0,0,0,0,1,0,0,21.24,2.98,-21.23,-3.15,0,0,0,0
1728,br1728,bus6044,bus6203,0.00617,0.02696,0.00411,149,0,0,0,0,1,0,0,57.28,-6.35,-57.07,6.86,0,0,0,0
1729,br1729,bus6204,bus6044,0.00268,0.01111,0.00189,149,0,0,0,0,1,0,0,-19.17,20.9,19.19,-21,0,0,0,0
1730,br1730,bus6044,bus6284,0.00593,0.02596,0.00395,149,0,0,0,0,1,0,0,-69.17,0.66,69.46,0.22,0,0,0,0
1731,br1731,bus6044,bus6323,0.0021,0.01432,0.00244,221,0,0,0,0,1,0,0,-12.8,10.75,12.81,-10.95,0,0,0,0
1732,br1732,bus6044,bus6323,0.0021,0.01432,0.00244,221,0,0,0,0,1,0,0,-12.8,10.75,12.81,-10.95,0,0,0,0
1733,br1733,bus6046,bus6045,8.00E-05,0.0073,0,1198,0,0,1,0,1,0,0,-779.02,-76.56,779.5,120.02,0,0,0,0
1734,br1734,bus6048,bus6045,0.0014,0.07775,0,233,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1735,br1735,bus6049,bus6045,0.00046,0.04414,0,283,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1736,br1736,bus6050,bus6045,0.00056,0.04367,0,256,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1737,br1737,bus6051,bus6045,0.00035,0.0254,0,351,0,0,1,0,1,0,0,57.24,29.22,-57.23,-28.23,0,0,0,0
1738,br1738,bus6052,bus6045,0.00074,0.03404,0,342,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1739,br1739,bus6053,bus6045,0.00028,0.02922,0,352,0,0,1,0,1,0,0,57.24,29.22,-57.23,-28.08,0,0,0,0
1740,br1740,bus6054,bus6045,0.00061,0.05567,0,338,0,0,1,0,1,0,0,57.24,29.22,-57.22,-27.08,0,0,0,0
1741,br1741,bus6066,bus6045,0.00059,0.00714,0.47436,2020,0,0,0,0,1,0,0,459.14,-29.22,-457.96,-6.07,0,0,0,0
1742,br1742,bus6210,bus6045,0.00142,0.01727,1.1471,2020,0,0,0,0,1,0,0,286.49,-11.54,-285.36,-95.95,0,0,0,0
1743,br1743,bus6045,bus6234,0.00031,0.0037,0.24613,2020,0,0,0,0,1,0,0,135.49,65.4,-135.42,-90.17,0,0,0,0
1744,br1744,bus6047,bus6046,0.00056,0.0418,0,320,0,0,1,0,1,0,0,-192.22,-10.2,192.42,25.5,0,0,0,0
1745,br1745,bus6047,bus6046,0.00056,0.0418,0,320,0,0,1,0,1,0,0,-192.22,-10.2,192.42,25.5,0,0,0,0
1746,br1746,bus6198,bus6046,0.00141,0.01004,0.0183,523,0,0,0,0,1,0,0,-181.78,-35.52,182.25,37.03,0,0,0,0
1747,br1747,bus6046,bus6285,0.00296,0.02891,0.05562,647,0,0,0,0,1,0,0,211.92,-11.48,-210.63,18.4,0,0,0,0
1748,br1748,bus6047,bus6150,0.00335,0.02337,0.00382,221,0,0,0,0,1,0,0,82.7,-26.04,-82.45,27.38,0,0,0,0
1749,br1749,bus6047,bus6150,0.00335,0.02337,0.00382,221,0,0,0,0,1,0,0,82.7,-26.04,-82.45,27.38,0,0,0,0
1750,br1750,bus6291,bus6047,0.00187,0.01206,0.0023,221,0,0,0,0,1,0,0,-34.57,-15.08,34.6,15.01,0,0,0,0
1751,br1751,bus6291,bus6047,0.00187,0.01206,0.0023,221,0,0,0,0,1,0,0,-34.57,-15.08,34.6,15.01,0,0,0,0
1752,br1752,bus6226,bus6055,0.018,0.10807,0.01467,98,0,0,0,0,1,0,0,-25.54,-3.05,25.66,2.24,0,0,0,0
1753,br1753,bus6055,bus6286,0.00882,0.0504,0.00757,98,0,0,0,0,1,0,0,-30.58,-3.64,30.67,3.32,0,0,0,0
1754,br1754,bus6057,bus6056,0.00023,0.01095,0,1171,0,0,1,0,1,0,0,-475.51,-42,476.02,66.22,0,0,0,0
1755,br1755,bus6056,bus6066,0.00014,0.00165,0.10973,2020,0,0,0,0,1,0,0,670.05,-187.66,-669.4,183.8,0,0,0,0
1756,br1756,bus6161,bus6056,0.00011,0.00227,0.15827,3146,0,0,0,0,1,0,0,975.66,37.16,-974.65,-33.06,0,0,0,0
1757,br1757,bus6298,bus6056,8.00E-05,0.001,0.06674,2020,0,0,0,0,1,0,0,171.45,-160.94,-171.41,154.5,0,0,0,0
1758,br1758,bus6058,bus6057,0.00061,0.02173,0,328,0,0,1,0,1,0,0,-193.49,-28.57,193.72,36.77,0,0,0,0
1759,br1759,bus6058,bus6057,0.00061,0.02173,0,328,0,0,1,0,1,0,0,-193.49,-28.57,193.72,36.77,0,0,0,0
1760,br1760,bus6067,bus6057,0.001,0.00977,0.01879,548,0,0,0,0,1,0,0,-13.68,9.44,13.69,-11.35,0,0,0,0
1761,br1761,bus6057,bus6177,0.00628,0.06139,0.11812,548,0,0,0,0,1,0,0,74.38,-20.18,-74.03,11.36,0,0,0,0
1762,br1762,bus6058,bus6124,0.00613,0.04269,0.00698,221,0,0,0,0,1,0,0,91.24,5.12,-90.74,-2.3,0,0,0,0
1763,br1763,bus6058,bus6124,0.00613,0.04269,0.00698,221,0,0,0,0,1,0,0,91.24,5.12,-90.74,-2.3,0,0,0,0
1764,br1764,bus6058,bus6124,0.00613,0.04269,0.00698,221,0,0,0,0,1,0,0,91.24,5.12,-90.74,-2.3,0,0,0,0
1765,br1765,bus6300,bus6058,0.00293,0.01895,0.00362,221,0,0,0,0,1,0,0,65.51,9.28,-65.39,-8.83,0,0,0,0
1766,br1766,bus6357,bus6059,0.01709,0.07089,0.01203,149,0,0,0,0,1,0,0,30.59,-14.81,-30.4,14.37,0,0,0,0
1767,br1767,bus6060,bus6157,0.00969,0.05535,0.00832,221,0,0,0,0,1,0,0,30.97,0.22,-30.87,-0.52,0,0,0,0
1768,br1768,bus6314,bus6060,0.00648,0.02889,0.00424,149,0,0,0,0,1,0,0,37.3,-20.61,-37.18,20.71,0,0,0,0
1769,br1769,bus6061,bus6219,0.00959,0.02345,0.00307,221,0,0,0,0,1,0,0,30.93,-34.01,-30.72,34.22,0,0,0,0
1770,br1770,bus6061,bus6224,0.01257,0.03074,0.00403,98,0,0,0,0,1,0,0,33.31,-3.01,-33.17,2.97,0,0,0,0
1771,br1771,bus6063,bus6062,0.00012,0.00745,0,1206,0,0,1,0,1,0,0,-728.74,-27.73,729.36,66.55,0,0,0,0
1772,br1772,bus6075,bus6062,0.0006,0.00726,0.48242,2020,0,0,0,0,1,0,0,377.32,-33.63,-376.49,-6.08,0,0,0,0
1773,br1773,bus7199,bus6062,0.00097,0.01173,0.77933,2020,0,0,0,0,1,0,0,354.05,-6.05,-352.87,-60.47,0,0,0,0
1774,br1774,bus6064,bus6063,0.00104,0.04096,0,200,0,0,1,0,1,0,0,-140.89,-11.44,141.09,19.59,0,0,0,0
1775,br1775,bus6063,bus6192,0.00419,0.04091,0.07872,647,0,0,0,0,1,0,0,286.63,-1.74,-283.26,26.69,0,0,0,0
1776,br1776,bus8094,bus6063,0.00384,0.03753,0.07222,800,0,0,0,0,1,0,0,-297.6,16.19,301.01,9.89,0,0,0,0
1777,br1777,bus6064,bus6341,0.01342,0.05869,0.00894,149,0,0,0,0,1,0,0,58.41,-11.92,-57.94,13.09,0,0,0,0
1778,br1778,bus6065,bus6262,0.00781,0.04461,0.0067,98,0,0,0,0,1,0,0,-13.41,3.7,13.42,-4.27,0,0,0,0
1779,br1779,bus6067,bus6066,0.00017,0.00814,0,1115,0,0,1,0,1,0,0,-521.84,-79.68,522.29,101.65,0,0,0,0
1780,br1780,bus6069,bus6066,0.00023,0.01215,0,667,0,0,1,0,1,0,0,123.82,49.23,-123.78,-47.2,0,0,0,0
1781,br1781,bus6070,bus6066,0.00044,0.02944,0,677,0,0,1,0,1,0,0,131.29,21.36,-131.22,-16.45,0,0,0,0
1782,br1782,bus6071,bus6066,0.00013,0.00964,0,670,0,0,1,0,1,0,0,105.9,62.98,-105.88,-61.6,0,0,0,0
1783,br1783,bus6072,bus6066,0.00026,0.02419,0,679,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1784,br1784,bus6073,bus6066,0.00026,0.01616,0,664,0,0,1,0,1,0,0,131.29,37.32,-131.24,-34.48,0,0,0,0
1785,br1785,bus6074,bus6066,0.00036,0.01602,0,666,0,0,1,0,1,0,0,131.29,36.8,-131.23,-33.99,0,0,0,0
1786,br1786,bus6068,bus6067,0.00105,0.0432,0,300,0,0,1,0,1,0,0,-159.85,-11.99,160.12,22.94,0,0,0,0
1787,br1787,bus6068,bus6067,0.00105,0.0432,0,300,0,0,1,0,1,0,0,-159.85,-11.99,160.12,22.94,0,0,0,0
1788,br1788,bus6279,bus6067,0.00289,0.02062,0.0376,443,0,0,0,0,1,0,0,22.01,-4.75,-21.99,0.97,0,0,0,0
1789,br1789,bus6076,bus6075,0.00022,0.01507,0,1058,0,0,1,0,1,0,0,-262.75,11.03,262.89,-0.94,0,0,0,0
1790,br1790,bus6078,bus6075,0.00016,0.01164,0,1159,0,0,1,0,1,0,0,477.3,-68.73,-476.93,95.41,0,0,0,0
1791,br1791,bus6079,bus6075,9.00E-05,0.00542,0,1165,0,0,1,0,1,0,0,328.92,-68.73,-328.82,74.7,0,0,0,0
1792,br1792,bus6080,bus6075,8.00E-05,0.0074,0,1152,0,0,1,0,1,0,0,328.92,-68.73,-328.83,76.91,0,0,0,0
1793,br1793,bus6075,bus6101,0.00034,0.00413,0.27429,2020,0,0,0,0,1,0,0,432.08,-105.5,-431.44,84.93,0,0,0,0
1794,br1794,bus7018,bus6075,0.00154,0.01865,1.2391,2020,0,0,0,0,1,0,0,-62.2,-20.78,62.28,-106.95,0,0,0,0
1795,br1795,bus6077,bus6076,0.0007,0.0251,0,176.4,0,0,1,0,1,0,0,-150.27,2.11,150.42,3.39,0,0,0,0
1796,br1796,bus6102,bus6076,0.00351,0.02507,0.04571,850,0,0,0,0,1,0,0,-138.65,19.39,139.32,-19.32,0,0,0,0
1797,br1797,bus6188,bus6076,0.00528,0.03774,0.0688,443,0,0,0,0,1,0,0,27.04,-11.71,-26.99,4.9,0,0,0,0
1798,br1798,bus6077,bus6135,0.01114,0.04621,0.00784,149,0,0,0,0,1,0,0,59.44,14.55,-59.03,-13.67,0,0,0,0
1799,br1799,bus6077,bus6311,0.01033,0.04605,0.00675,149,0,0,0,0,1,0,0,90.83,-16.67,-89.98,19.78,0,0,0,0
1800,br1800,bus6082,bus6081,0.00602,0.1165,0,80,0,0,1,0,1,0,0,41.37,17.29,-41.26,-15.12,0,0,0,0
1801,br1801,bus6083,bus6081,0.00631,0.2531,0,80,0,0,1,0,1,0,0,65.3,11.97,-65.04,-1.66,0,0,0,0
1802,br1802,bus6081,bus6156,0.00412,0.01838,0.0027,149,0,0,0,0,1,0,0,89.77,23.36,-89.42,-22.11,0,0,0,0
1803,br1803,bus6212,bus6081,0.00581,0.0241,0.00409,149,0,0,0,0,1,0,0,-16.52,6.22,16.54,-6.57,0,0,0,0
1804,br1804,bus6085,bus6084,0.01088,0.45298,0,31,0,0,1,0,1,0,0,1.05,0,-1.05,0,0,0,0,0
1805,br1805,bus6086,bus6084,0.00567,0.21309,0,41,0,0,1,0,1,0,0,22.5,0,-22.47,1.08,0,0,0,0
1806,br1806,bus6087,bus6084,0.01529,0.2834,0,43,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1807,br1807,bus6088,bus6084,0.00292,0.0945,0,25,0,0,1,0,1,0,0,7.95,0,-7.95,0.06,0,0,0,0
1808,br1808,bus6089,bus6084,0.00558,0.2567,0,25,0,0,1,0,1,0,0,10.42,0,-10.41,0.28,0,0,0,0
1809,br1809,bus6090,bus6084,0.00213,0.09907,0,46,0,0,1,0,1,0,0,30.52,0,-30.5,0.92,0,0,0,0
1810,br1810,bus6084,bus6136,0.00536,0.03659,0.00622,221,0,0,0,0,1,0,0,101.67,-21.74,-101.09,25.06,0,0,0,0
1811,br1811,bus6084,bus6355,0.00317,0.01386,0.00211,221,0,0,0,0,1,0,0,-29.29,19.4,29.33,-19.43,0,0,0,0
1812,br1812,bus6091,bus6176,0.01965,0.04804,0.00629,221,0,0,0,0,1,0,0,-56.7,38.5,57.62,-36.86,0,0,0,0
1813,br1813,bus6251,bus6091,0.00626,0.03578,0.00538,98,0,0,0,0,1,0,0,-18.81,-31.12,18.89,31.06,0,0,0,0
1814,br1814,bus6265,bus6092,0.03066,0.13415,0.02043,221,0,0,0,0,1,0,0,108.49,-22.77,-104.83,36.67,0,0,0,0
1815,br1815,bus6092,bus6340,0.02123,0.09289,0.01415,221,0,0,0,0,1,0,0,69.17,-3.1,-68.19,5.92,0,0,0,0
1816,br1816,bus6094,bus6093,0.01077,0.02588,0.00351,98,0,0,0,0,1,0,0,37.15,13.11,-36.98,-13.06,0,0,0,0
1817,br1817,bus6093,bus6191,0.00537,0.02229,0.00378,149,0,0,0,0,1,0,0,-3.55,1.57,3.56,-1.94,0,0,0,0
1818,br1818,bus6094,bus6352,0.00312,0.02171,0.00355,221,0,0,0,0,1,0,0,73.11,-25.94,-72.92,26.88,0,0,0,0
1819,br1819,bus6094,bus6352,0.00312,0.02171,0.00355,221,0,0,0,0,1,0,0,73.11,-25.94,-72.92,26.88,0,0,0,0
1820,br1820,bus6116,bus6095,0.02712,0.06628,0.00868,98,0,0,0,0,1,0,0,-18.02,-4.15,18.11,3.52,0,0,0,0
1821,br1821,bus6095,bus6353,0.00442,0.03018,0.00514,221,0,0,0,0,1,0,0,-55.05,18.34,55.2,-17.83,0,0,0,0
1822,br1822,bus6095,bus6353,0.00442,0.03018,0.00514,221,0,0,0,0,1,0,0,-55.05,18.34,55.2,-17.83,0,0,0,0
1823,br1823,bus6095,bus6358,0.00976,0.04048,0.00687,250,0,0,0,0,1,0,0,23.61,-59.58,-23.21,60.54,0,0,0,0
1824,br1824,bus6196,bus6096,0.02156,0.08942,0.01517,149,0,0,0,0,1,0,0,-45.13,-13.15,45.6,13.56,0,0,0,0
1825,br1825,bus6096,bus6202,0.01774,0.10129,0.01522,98,0,0,0,0,1,0,0,-14.06,13.12,14.12,-14.3,0,0,0,0
1826,br1826,bus6096,bus6340,0.02271,0.13634,0.0185,98,0,0,0,0,1,0,0,-21.58,10.67,21.71,-11.78,0,0,0,0
1827,br1827,bus6097,bus6220,0.00366,0.025,0.00425,221,0,0,0,0,1,0,0,-65.55,-17.48,65.72,18.23,0,0,0,0
1828,br1828,bus6097,bus6220,0.00366,0.025,0.00425,221,0,0,0,0,1,0,0,-65.55,-17.48,65.72,18.23,0,0,0,0
1829,br1829,bus6097,bus6225,0.01044,0.04569,0.00696,149,0,0,0,0,1,0,0,25.74,5.11,-25.67,-5.47,0,0,0,0
1830,br1830,bus6098,bus6123,0.00317,0.02048,0.00391,221,0,0,0,0,1,0,0,-60.46,-3.53,60.58,3.93,0,0,0,0
1831,br1831,bus6098,bus6123,0.00317,0.02048,0.00391,221,0,0,0,0,1,0,0,-60.46,-3.53,60.58,3.93,0,0,0,0
1832,br1832,bus6098,bus6208,0.00691,0.01691,0.00221,98,0,0,0,0,1,0,0,8.05,-30,-7.99,29.96,0,0,0,0
1833,br1833,bus6098,bus6289,0.00552,0.02415,0.00368,149,0,0,0,0,1,0,0,-19.34,-0.41,19.37,0.15,0,0,0,0
1834,br1834,bus6099,bus6204,0.00266,0.01519,0.00228,98,0,0,0,0,1,0,0,20.15,-6.91,-20.14,6.75,0,0,0,0
1835,br1835,bus6099,bus6225,0.0031,0.01769,0.00266,98,0,0,0,0,1,0,0,50.01,20.92,-49.92,-20.65,0,0,0,0
1836,br1836,bus6099,bus6310,0.00667,0.02767,0.0047,149,0,0,0,0,1,0,0,-91.54,-20.07,92.13,22.07,0,0,0,0
1837,br1837,bus6100,bus6128,0.01671,0.10034,0.01362,98,0,0,0,0,1,0,0,25.38,1.68,-25.27,-2.35,0,0,0,0
1838,br1838,bus6180,bus6100,0.00956,0.0418,0.00637,149,0,0,0,0,1,0,0,55.15,-21.56,-54.81,22.43,0,0,0,0
1839,br1839,bus6283,bus6100,0.00566,0.0323,0.00485,98,0,0,0,0,1,0,0,8.35,34.72,-8.28,-34.8,0,0,0,0
1840,br1840,bus6102,bus6101,0.00013,0.0085,0,1307,0,0,1,0,1,0,0,-672.13,3.37,672.7,33.81,0,0,0,0
1841,br1841,bus6104,bus6101,0.00031,0.02423,0,378,0,0,1,0,1,0,0,60.33,30.79,-60.32,-29.73,0,0,0,0
1842,br1842,bus6105,bus6101,0.00037,0.03898,0,368,0,0,1,0,1,0,0,60.33,30.79,-60.32,-29.1,0,0,0,0
1843,br1843,bus6106,bus6101,0.00018,0.00963,0,560,0,0,1,0,1,0,0,120.66,61.59,-120.63,-59.91,0,0,0,0
1844,br1844,bus6103,bus6102,0.00102,0.04506,0,439,0,0,1,0,1,0,0,-232.55,25.72,233.08,-2.02,0,0,0,0
1845,br1845,bus6103,bus6117,0.00862,0.06005,0.00982,221,0,0,0,0,1,0,0,71.79,-1.53,-71.36,3.49,0,0,0,0
1846,br1846,bus6103,bus6117,0.00862,0.06005,0.00982,221,0,0,0,0,1,0,0,71.79,-1.53,-71.36,3.49,0,0,0,0
1847,br1847,bus6103,bus6183,0.01177,0.05149,0.00784,149,0,0,0,0,1,0,0,54.76,13.37,-54.39,-12.6,0,0,0,0
1848,br1848,bus6108,bus6107,0.00061,0.04374,0,380,0,0,1,0,1,0,0,-1.31,-49.76,1.33,50.82,0,0,0,0
1849,br1849,bus6110,bus6107,0.00015,0.01079,0,1181,0,0,1,0,1,0,0,301.18,100.76,-301.04,-90.7,0,0,0,0
1850,br1850,bus6111,bus6107,0.00014,0.01069,0,1208,0,0,1,0,1,0,0,293.63,101.78,-293.5,-92.23,0,0,0,0
1851,br1851,bus6107,bus8082,0.00113,0.01368,0.90909,2020,0,0,0,0,1,0,0,-175.46,-47.15,175.78,-45.44,0,0,0,0
1852,br1852,bus6109,bus6108,0.00252,0.10367,0,137,0,0,1,0,1,0,0,-49.04,-3.27,49.1,5.76,0,0,0,0
1853,br1853,bus6108,bus6192,0.00493,0.03524,0.06426,523,0,0,0,0,1,0,0,-230.97,49.68,233.7,-36.71,0,0,0,0
1854,br1854,bus6338,bus6109,0.03888,0.09504,0.01244,98,0,0,0,0,1,0,0,-34.14,0.72,34.6,-0.82,0,0,0,0
1855,br1855,bus6113,bus6175,0.00078,0.00501,0.00096,221,0,0,0,0,1,0,0,33.65,18.64,-33.63,-18.65,0,0,0,0
1856,br1856,bus6113,bus6175,0.00078,0.00501,0.00096,221,0,0,0,0,1,0,0,33.65,18.64,-33.63,-18.65,0,0,0,0
1857,br1857,bus6113,bus6345,0.00258,0.01129,0.00172,149,0,0,0,0,1,0,0,55.04,-8.09,-54.95,8.29,0,0,0,0
1858,br1858,bus6114,bus6204,0.01029,0.04585,0.00672,149,0,0,0,0,1,0,0,-53.79,-8.11,54.1,8.86,0,0,0,0
1859,br1859,bus6114,bus6261,0.00516,0.03097,0.0042,98,0,0,0,0,1,0,0,-16.75,-11.87,16.78,11.6,0,0,0,0
1860,br1860,bus6159,bus6115,0.00432,0.02954,0.00503,221,0,0,0,0,1,0,0,60.55,19.14,-60.38,-18.45,0,0,0,0
1861,br1861,bus6159,bus6115,0.00432,0.02954,0.00503,221,0,0,0,0,1,0,0,60.55,19.14,-60.38,-18.45,0,0,0,0
1862,br1862,bus6115,bus6191,0.0085,0.03718,0.00566,149,0,0,0,0,1,0,0,-48.4,3.69,48.61,-3.36,0,0,0,0
1863,br1863,bus6115,bus6225,0.0095,0.05707,0.00774,98,0,0,0,0,1,0,0,6.39,6.3,-6.38,-7.01,0,0,0,0
1864,br1864,bus6115,bus6250,0.00313,0.01394,0.00204,149,0,0,0,0,1,0,0,31.64,-10.25,-31.6,10.21,0,0,0,0
1865,br1865,bus6181,bus6116,0.01119,0.06392,0.00961,98,0,0,0,0,1,0,0,39.02,12.07,-38.83,-11.96,0,0,0,0
1866,br1866,bus6119,bus6118,0.00021,0.01219,0,1133,0,0,1,0,1,0,0,-520.78,-124.67,521.37,159.18,0,0,0,0
1867,br1867,bus6118,bus6349,9.00E-05,0.00182,0.12727,2768,0,0,0,0,1,0,0,-19.36,-154.56,19.37,141.55,0,0,0,0
1868,br1868,bus6120,bus6119,0.00056,0.0289,0,350,0,0,1,0,1,0,0,-196.86,-30.94,197.08,42.53,0,0,0,0
1869,br1869,bus6120,bus6119,0.00056,0.0289,0,350,0,0,1,0,1,0,0,-196.86,-30.94,197.08,42.53,0,0,0,0
1870,br1870,bus6119,bus6354,0.00095,0.00925,0.01779,548,0,0,0,0,1,0,0,126.71,27.25,-126.55,-27.51,0,0,0,0
1871,br1871,bus6290,bus6120,0.00336,0.02297,0.00391,221,0,0,0,0,1,0,0,-115.96,0.31,116.42,2.45,0,0,0,0
1872,br1872,bus6290,bus6120,0.00336,0.02297,0.00391,221,0,0,0,0,1,0,0,-115.96,0.31,116.42,2.45,0,0,0,0
1873,br1873,bus6121,bus6174,0.00587,0.03351,0.00504,98,0,0,0,0,1,0,0,12.59,7.14,-12.58,-7.57,0,0,0,0
1874,br1874,bus6121,bus6179,0.0239,0.05842,0.00765,98,0,0,0,0,1,0,0,2.13,-3.04,-2.12,2.28,0,0,0,0
1875,br1875,bus6220,bus6121,0.0032,0.02187,0.00372,221,0,0,0,0,1,0,0,79.16,-23.04,-78.94,24.15,0,0,0,0
1876,br1876,bus6220,bus6121,0.0032,0.02187,0.00372,221,0,0,0,0,1,0,0,79.16,-23.04,-78.94,24.15,0,0,0,0
1877,br1877,bus6122,bus6327,0.03109,0.07602,0.00995,98,0,0,0,0,1,0,0,4.82,-11.34,-4.77,10.44,0,0,0,0
1878,br1878,bus7337,bus6122,0.02322,0.13264,0.01993,98,0,0,0,0,1,0,0,27.71,-5.87,-27.52,4.91,0,0,0,0
1879,br1879,bus6233,bus6123,0.00405,0.02315,0.00348,98,0,0,0,0,1,0,0,-23.32,-6.4,23.34,6.21,0,0,0,0
1880,br1880,bus6124,bus6131,0.01842,0.07644,0.01297,149,0,0,0,0,1,0,0,77.76,-0.77,-76.65,4.12,0,0,0,0
1881,br1881,bus6191,bus6124,0.00835,0.05393,0.01029,221,0,0,0,0,1,0,0,-68.93,0.55,69.34,1.03,0,0,0,0
1882,br1882,bus6124,bus6314,0.01906,0.08338,0.0127,149,0,0,0,0,1,0,0,67.7,-9.62,-66.81,12.24,0,0,0,0
1883,br1883,bus6180,bus6125,0.00599,0.02482,0.00421,149,0,0,0,0,1,0,0,-89.3,11.89,89.79,-10.24,0,0,0,0
1884,br1884,bus6125,bus6322,0.01845,0.08069,0.01229,149,0,0,0,0,1,0,0,-92.39,9.51,94.01,-3.65,0,0,0,0
1885,br1885,bus6126,bus6130,0.00394,0.01755,0.00257,221,0,0,0,0,1,0,0,-30.92,0,30.96,-0.08,0,0,0,0
1886,br1886,bus6126,bus6176,0.00718,0.05004,0.00818,221,0,0,0,0,1,0,0,-20.33,-11.48,20.37,10.95,0,0,0,0
1887,br1887,bus6126,bus6176,0.00718,0.05004,0.00818,221,0,0,0,0,1,0,0,-20.33,-11.48,20.37,10.95,0,0,0,0
1888,br1888,bus6126,bus6313,0.00918,0.0551,0.00748,98,0,0,0,0,1,0,0,21.35,-10.33,-21.3,9.91,0,0,0,0
1889,br1889,bus6127,bus6237,0.01441,0.08233,0.01237,98,0,0,0,0,1,0,0,6.06,-8.22,-6.04,7.07,0,0,0,0
1890,br1890,bus6338,bus6127,0.01299,0.07418,0.01115,98,0,0,0,0,1,0,0,0.54,-10.25,-0.52,9.22,0,0,0,0
1891,br1891,bus6127,bus8102,0.03512,0.08585,0.01124,98,0,0,0,0,1,0,0,-30.77,1.17,31.11,-1.48,0,0,0,0
1892,br1892,bus6128,bus6276,0.01619,0.03957,0.00518,200,0,0,0,0,1,0,0,-3.06,-16.97,3.11,16.58,0,0,0,0
1893,br1893,bus6129,bus6309,0.02452,0.10724,0.01633,149,0,0,0,0,1,0,0,-39.04,-1.32,39.42,1.34,0,0,0,0
1894,br1894,bus6129,bus6336,0.01251,0.07513,0.0102,98,0,0,0,0,1,0,0,29.18,-1.47,-29.07,1.12,0,0,0,0
1895,br1895,bus6130,bus6230,0.0041,0.035,0.0058,230,0,0,0,0,1,0,0,-73.27,-20.44,73.51,21.94,0,0,0,0
1896,br1896,bus6130,bus6231,0.00525,0.02339,0.00343,149,0,0,0,0,1,0,0,28.91,16.72,-28.85,-16.79,0,0,0,0
1897,br1897,bus6131,bus6251,0.02579,0.06305,0.00826,98,0,0,0,0,1,0,0,32.79,-16.54,-32.44,16.6,0,0,0,0
1898,br1898,bus6132,bus6137,0.00931,0.05592,0.00759,98,0,0,0,0,1,0,0,29.24,-4.72,-29.15,4.51,0,0,0,0
1899,br1899,bus6175,bus6132,0.00341,0.01491,0.00227,250,0,0,0,0,1,0,0,94.29,14.81,-93.97,-13.62,0,0,0,0
1900,br1900,bus6190,bus6133,0.01462,0.06065,0.01029,149,0,0,0,0,1,0,0,82.63,-15.31,-81.62,18.45,0,0,0,0
1901,br1901,bus6134,bus6140,0.01102,0.04818,0.00734,149,0,0,0,0,1,0,0,-32.92,17.03,33.07,-17.12,0,0,0,0
1902,br1902,bus6134,bus6358,0.01529,0.06688,0.01019,149,0,0,0,0,1,0,0,25.3,-19.19,-25.15,18.78,0,0,0,0
1903,br1903,bus6195,bus6135,0.018,0.07467,0.01267,149,0,0,0,0,1,0,0,-37.06,-7.69,37.32,7.52,0,0,0,0
1904,br1904,bus6358,bus6136,0.00974,0.04339,0.00636,221,0,0,0,0,1,0,0,-29.63,45.84,29.91,-45.23,0,0,0,0
1905,br1905,bus6137,bus6184,0.01801,0.04326,0.00587,98,0,0,0,0,1,0,0,-35.11,6.45,35.35,-6.44,0,0,0,0
1906,br1906,bus6137,bus6217,0.00779,0.01906,0.0025,98,0,0,0,0,1,0,0,22.08,-22.91,-22,22.87,0,0,0,0
1907,br1907,bus6157,bus6138,0.03762,0.09196,0.01204,98,0,0,0,0,1,0,0,2.07,-7.64,-2.05,6.49,0,0,0,0
