,GEN_BUS,PG,QG,QMAX,QMIN,VG,MBASE,GEN_STATUS,PMAX,PMIN,PC1,PC2,QC1MIN,QC1MAX,QC2MIN,QC2MAX,RAMP_AGC,RAMP_10,RAMP_30,RAMP_Q,APF,MU_PMAX,MU_PMIN,MU_QMAX,MU_QMIN,COST_0,COST_1,COST_2,COST_3,COST_4,COST_5,COST_6,COST_7,COST_8,COST_9,COST_10,COST_11,FUEL_TYPE,GEN_TYPE,MINIMUM_UP_TIME,MINIMUM_DOWN_TIME,STARTUP_RAMP,SHUTDOWN_RAMP,RESERVE_PRICE,REGULATION_PRICE,VOM,STARTUP,SHUTDOWN,RAMP_COST
ng189,bus5041,93.74,80.68,157.01,-34.24,1.02,370.16,1,308.47,92.54,0,0,0,0,0,0,0,308.47,0,0,308.47,0,0,0,0,92.54,1850.8,308.47,4631.80697,0,0,0,0,0,0,0,0,ng,Thermal,3,2,123.388,123.388,2,1.5,1.91,5,2,1.281983575
ng190,bus5042,93.74,69.22,157.01,-34.24,1.02,370.16,1,308.47,92.54,0,0,0,0,0,0,0,308.47,0,0,308.47,0,0,0,0,92.54,1850.8,308.47,4631.80697,0,0,0,0,0,0,0,0,ng,Thermal,3,2,123.388,123.388,2,1.5,1.91,5,2,1.281983575
ng191,bus5051,84.46,43.11,43.11,-9.4,1.02,101.64,1,84.7,25.41,0,0,0,0,0,0,0,84.7,0,0,84.7,0,0,0,0,25.41,508.2,84.7,1734.74284,0,0,0,0,0,0,0,0,ng,Thermal,3,2,33.88,33.88,2,1.5,1.91,5,2,2.034405109
ng192,bus5057,0,0,161.53,-35.23,1,380.82,1,317.35,95.2,0,0,0,0,0,0,0,317.35,0,0,317.35,0,0,0,0,95.2,1904,317.35,4949.18525,0,0,0,0,0,0,0,0,ng,Thermal,3,2,126.94,126.94,2,1.5,1.91,5,2,1.364636007
ng193,bus5058,251.16,-12.74,161.53,-35.23,1,380.82,1,317.35,95.2,0,0,0,0,0,0,0,317.35,0,0,317.35,0,0,0,0,95.2,1904,317.35,4946.2973,0,0,0,0,0,0,0,0,ng,Thermal,3,2,126.94,126.94,2,1.5,1.91,5,2,1.363341833
ng194,bus5065,10.57,5.4,5.4,-1.18,1.03,12.72,1,10.6,3.18,0,0,0,0,0,0,0,10.6,0,0,10.6,0,0,0,0,3.18,63.6,10.6,734.53838,0,0,0,0,0,0,0,0,ng,Thermal,3,2,4.24,4.24,2,1.5,1.91,5,2,7.968389311
ng195,bus5066,0,0,0.92,-0.2,1.03,2.16,1,1.8,0.54,0,0,0,0,0,0,0,1.8,0,0,1.8,0,0,0,0,0.54,10.8,1.8,622.79448,0,0,0,0,0,0,0,0,ng,Thermal,3,2,0.72,0.72,2,1.5,1.91,5,2,27.07940177
ng196,bus5067,437.05,194.05,223.08,-48.65,1.03,525.92,1,438.27,131.48,0,0,0,0,0,0,0,438.27,0,0,438.27,0,0,0,0,131.48,2629.6,438.27,6741.83173,0,0,0,0,0,0,0,0,ng,Thermal,3,2,175.308,175.308,2,1.5,1.91,5,2,1.336051116
ng197,bus5068,437.05,183.38,223.08,-48.65,1.03,525.92,1,438.27,131.48,0,0,0,0,0,0,0,438.27,0,0,438.27,0,0,0,0,131.48,2629.6,438.27,6741.83173,0,0,0,0,0,0,0,0,ng,Thermal,3,2,175.308,175.308,2,1.5,1.91,5,2,1.336051116
ng198,bus5069,437.05,172.2,223.08,-48.65,1.03,525.92,1,438.27,131.48,0,0,0,0,0,0,0,438.27,0,0,438.27,0,0,0,0,131.48,2629.6,438.27,6741.83173,0,0,0,0,0,0,0,0,ng,Thermal,3,2,175.308,175.308,2,1.5,1.91,5,2,1.336051116
hydro199,bus5089,0,0,47.57,-2.05,1.01,50.16,1,123.9,0,0,0,0,0,0,0,0,123.9,0,0,41.8,0,0,0,0,0,0,123.9,0,0,0,0,0,0,0,0,0,hydro,Hydro,3,2,49.56,49.56,2,1.5,1.91,5,2,0
coal200,bus5106,0,0,5.03,-1.32,1.04,12.96,1,10.8,3.24,0,0,0,0,0,0,0,10.8,0,0,10.8,0,0,0,0,3.24,64.8,10.8,372.11296,0,0,0,0,0,0,0,0,coal,Thermal,3,2,4.32,4.32,2,1.5,1.91,5,2,3.590104673
coal201,bus5107,0,0,2.66,-0.7,1.04,6.84,1,5.7,1.71,0,0,0,0,0,0,0,5.7,0,0,5.7,0,0,0,0,1.71,34.2,5.7,307.83434,0,0,0,0,0,0,0,0,coal,Thermal,3,2,2.28,2.28,2,1.5,1.91,5,2,5.483654108
ng202,bus5166,126.15,64.39,64.39,-14.04,1.04,151.8,1,126.5,37.95,0,0,0,0,0,0,0,126.5,0,0,126.5,0,0,0,0,37.95,759,126.5,2253.57005,0,0,0,0,0,0,0,0,ng,Thermal,3,2,50.6,50.6,2,1.5,1.91,5,2,1.66897828
ng203,bus5167,1.6,0.81,0.81,-0.18,1.04,1.92,1,1.6,0.48,0,0,0,0,0,0,0,1.6,0,0,1.6,0,0,0,0,0.48,9.6,1.6,620.26064,0,0,0,0,0,0,0,0,ng,Thermal,3,2,0.64,0.64,2,1.5,1.91,5,2,28.80474717
wind204,bus5170,45,-8.64,12.78,-8.64,1,72,1,45,45,0,0,0,0,0,0,0,45,0,0,60,0,0,0,0,45,0,45,0,0,0,0,0,0,0,0,0,wind,Renewable,3,2,45,45,2,1.5,1.91,5,2,0
wind205,bus5198,112.5,-21.6,31.95,-21.6,1,180,1,112.5,112.5,0,0,0,0,0,0,0,112.5,0,0,150,0,0,0,0,112.5,0,112.5,0,0,0,0,0,0,0,0,0,wind,Renewable,3,2,112.5,112.5,2,1.5,1.91,5,2,0
ng206,bus5206,207.1,35.14,126.57,-27.6,1.01,298.4,1,248.67,74.6,0,0,0,0,0,0,0,248.67,0,0,248.67,0,0,0,0,74.6,1492,248.67,3949.78107,0,0,0,0,0,0,0,0,ng,Thermal,3,2,99.468,99.468,2,1.5,1.91,5,2,1.403884772
ng207,bus5207,180.01,63,126.57,-27.6,1.01,298.4,1,248.67,74.6,0,0,0,0,0,0,0,248.67,0,0,248.67,0,0,0,0,74.6,1492,248.67,3949.78107,0,0,0,0,0,0,0,0,ng,Thermal,3,2,99.468,99.468,2,1.5,1.91,5,2,1.403884772
ng208,bus5208,180.01,50.47,126.57,-27.6,1.01,298.4,1,248.67,74.6,0,0,0,0,0,0,0,248.67,0,0,248.67,0,0,0,0,74.6,1492,248.67,3949.78107,0,0,0,0,0,0,0,0,ng,Thermal,3,2,99.468,99.468,2,1.5,1.91,5,2,1.403884772
wind209,bus5238,168.75,-32.4,47.93,-32.4,1,270,1,168.75,168.75,0,0,0,0,0,0,0,168.75,0,0,225,0,0,0,0,168.75,0,168.75,0,0,0,0,0,0,0,0,0,wind,Renewable,3,2,168.75,168.75,2,1.5,1.91,5,2,0
wind210,bus5243,112.5,-21.6,31.95,-21.6,1,180,1,112.5,112.5,0,0,0,0,0,0,0,112.5,0,0,150,0,0,0,0,112.5,0,112.5,0,0,0,0,0,0,0,0,0,wind,Renewable,3,2,112.5,112.5,2,1.5,1.91,5,2,0
nuclear211,bus5262,1211.6,56.27,447.12,-99.63,1.01,1458,1,1215,364.5,0,0,0,0,0,0,0,1215,0,0,1215,0,0,0,0,364.5,7290,1215,7417.7375,0,0,0,0,0,0,0,0,nuclear,Thermal,3,2,486,486,2,1.5,1.91,5,2,0.015001468
nuclear212,bus5263,1024,51.46,447.12,-99.63,1.01,1458,1,1215,364.5,0,0,0,0,0,0,0,1215,0,0,1215,0,0,0,0,364.5,7290,1215,8106.655,0,0,0,0,0,0,0,0,nuclear,Thermal,3,2,486,486,2,1.5,1.91,5,2,0.09590781
ng213,bus5281,266.98,-29.72,136.28,-29.72,1,321.28,1,267.73,80.32,0,0,0,0,0,0,0,267.73,0,0,267.73,0,0,0,0,80.32,1606.4,267.73,4674.08636,0,0,0,0,0,0,0,0,ng,Thermal,3,2,107.092,107.092,2,1.5,1.91,5,2,1.628197208
ng214,bus5282,266.98,-29.72,136.28,-29.72,1,321.28,1,267.73,80.32,0,0,0,0,0,0,0,267.73,0,0,267.73,0,0,0,0,80.32,1606.4,267.73,4674.08636,0,0,0,0,0,0,0,0,ng,Thermal,3,2,107.092,107.092,2,1.5,1.91,5,2,1.628197208
ng215,bus5283,0,0,136.28,-29.72,1,321.28,1,267.73,80.32,0,0,0,0,0,0,0,267.73,0,0,267.73,0,0,0,0,80.32,1606.4,267.73,4674.08636,0,0,0,0,0,0,0,0,ng,Thermal,3,2,107.092,107.092,2,1.5,1.91,5,2,1.628197208
ng216,bus5297,0,0,1.63,-0.36,1.04,3.84,1,3.2,0.96,0,0,0,0,0,0,0,3.2,0,0,3.2,0,0,0,0,0.96,19.2,3.2,641.984,0,0,0,0,0,0,0,0,ng,Thermal,3,2,1.28,1.28,2,1.5,1.91,5,2,19.2217284
ng217,bus5298,114.68,58.53,58.53,-12.76,1.04,138,1,115,34.5,0,0,0,0,0,0,0,115,0,0,115,0,0,0,0,34.5,690,115,2152.5115,0,0,0,0,0,0,0,0,ng,Thermal,3,2,46,46,2,1.5,1.91,5,2,1.794492638
ng218,bus5299,114.68,58.53,58.53,-12.76,1.04,138,1,115,34.5,0,0,0,0,0,0,0,115,0,0,115,0,0,0,0,34.5,690,115,2152.5115,0,0,0,0,0,0,0,0,ng,Thermal,3,2,46,46,2,1.5,1.91,5,2,1.794492638
ng219,bus5300,114.68,58.53,58.53,-12.76,1.04,138,1,115,34.5,0,0,0,0,0,0,0,115,0,0,115,0,0,0,0,34.5,690,115,2152.5115,0,0,0,0,0,0,0,0,ng,Thermal,3,2,46,46,2,1.5,1.91,5,2,1.794492638
ng220,bus5301,82.47,42.09,42.09,-9.18,1.04,99.24,1,82.7,24.81,0,0,0,0,0,0,0,82.7,0,0,82.7,0,0,0,0,24.81,496.2,82.7,1707.36954,0,0,0,0,0,0,0,0,ng,Thermal,3,2,33.08,33.08,2,1.5,1.91,5,2,2.056664187
ng221,bus5302,462.46,175.61,236.05,-51.48,1.04,556.5,1,463.75,139.13,0,0,0,0,0,0,0,463.75,0,0,463.75,0,0,0,0,139.13,2782.6,463.75,7754.31618,0,0,0,0,0,0,0,0,ng,Thermal,3,2,185.5,185.5,2,1.5,1.91,5,2,1.526846072
ng222,bus5303,462.46,229.47,236.05,-51.48,1.04,556.5,1,463.75,139.13,0,0,0,0,0,0,0,463.75,0,0,463.75,0,0,0,0,139.13,2782.6,463.75,7754.31618,0,0,0,0,0,0,0,0,ng,Thermal,3,2,185.5,185.5,2,1.5,1.91,5,2,1.526846072
ng223,bus5319,79.86,9.76,133.77,-29.17,1.01,315.36,1,262.8,78.84,0,0,0,0,0,0,0,262.8,0,0,262.8,0,0,0,0,78.84,1576.8,262.8,4594.2972,0,0,0,0,0,0,0,0,ng,Thermal,3,2,105.12,105.12,2,1.5,1.91,5,2,1.63143231
ng224,bus5320,0,0,133.77,-29.17,1.01,315.36,1,262.8,78.84,0,0,0,0,0,0,0,262.8,0,0,262.8,0,0,0,0,78.84,1576.8,262.8,4594.2972,0,0,0,0,0,0,0,0,ng,Thermal,3,2,105.12,105.12,2,1.5,1.91,5,2,1.63143231
ng225,bus5321,79.86,10.07,133.77,-29.17,1.01,315.36,1,262.8,78.84,0,0,0,0,0,0,0,262.8,0,0,262.8,0,0,0,0,78.84,1576.8,262.8,4594.2972,0,0,0,0,0,0,0,0,ng,Thermal,3,2,105.12,105.12,2,1.5,1.91,5,2,1.63143231
ng226,bus5324,283.28,144.59,144.59,-31.53,1.04,340.88,1,284.07,85.22,0,0,0,0,0,0,0,284.07,0,0,284.07,0,0,0,0,85.22,1704.4,284.07,4291.217,0,0,0,0,0,0,0,0,ng,Thermal,3,2,113.628,113.628,2,1.5,1.91,5,2,1.294379284
ng227,bus5325,283.28,144.59,144.59,-31.53,1.04,340.88,1,284.07,85.22,0,0,0,0,0,0,0,284.07,0,0,284.07,0,0,0,0,85.22,1704.4,284.07,4291.217,0,0,0,0,0,0,0,0,ng,Thermal,3,2,113.628,113.628,2,1.5,1.91,5,2,1.294379284
ng228,bus5326,283.28,144.59,144.59,-31.53,1.04,340.88,1,284.07,85.22,0,0,0,0,0,0,0,284.07,0,0,284.07,0,0,0,0,85.22,1704.4,284.07,4291.217,0,0,0,0,0,0,0,0,ng,Thermal,3,2,113.628,113.628,2,1.5,1.91,5,2,1.294379284
hydro229,bus5342,8.4,3.2,3.2,-0.14,1.04,3.36,1,8.4,8.4,0,0,0,0,0,0,0,8.4,0,0,2.8,0,0,0,0,8.4,0,8.4,0,0,0,0,0,0,0,0,0,hydro,Hydro,3,2,8.4,8.4,2,1.5,1.91,5,2,0
hydro230,bus5343,207.5,69.11,79.67,-3.43,1.04,84,1,207.5,207.5,0,0,0,0,0,0,0,207.5,0,0,70,0,0,0,0,207.5,0,207.5,0,0,0,0,0,0,0,0,0,hydro,Hydro,3,2,207.5,207.5,2,1.5,1.91,5,2,0
coal231,bus5360,1005.2,-25.85,469.73,-122.98,1.01,1209.6,1,1008,302.4,0,0,0,0,0,0,0,1008,0,0,1008,0,0,0,0,302.4,6048,1008,14717.1576,0,0,0,0,0,0,0,0,coal,Thermal,3,2,403.2,403.2,2,1.5,1.91,5,2,1.226883329
ng232,bus5363,10.37,-1.15,5.29,-1.15,1,12.48,1,10.4,3.12,0,0,0,0,0,0,0,10.4,0,0,10.4,0,0,0,0,3.12,62.4,10.4,731.99264,0,0,0,0,0,0,0,0,ng,Thermal,3,2,4.16,4.16,2,1.5,1.91,5,2,8.086867633
ng233,bus5364,212.73,-22.03,108.59,-23.68,1,256,1,213.33,64,0,0,0,0,0,0,0,213.33,0,0,213.33,0,0,0,0,64,1280,213.33,3449.04288,0,0,0,0,0,0,0,0,ng,Thermal,3,2,85.332,85.332,2,1.5,1.91,5,2,1.442854307
ng234,bus5365,212.73,-8.45,108.59,-23.68,1,256,1,213.33,64,0,0,0,0,0,0,0,213.33,0,0,213.33,0,0,0,0,64,1280,213.33,3449.04288,0,0,0,0,0,0,0,0,ng,Thermal,3,2,85.332,85.332,2,1.5,1.91,5,2,1.442854307
ng235,bus5366,212.73,-7.41,108.59,-23.68,1,256,1,213.33,64,0,0,0,0,0,0,0,213.33,0,0,213.33,0,0,0,0,64,1280,213.33,3449.04288,0,0,0,0,0,0,0,0,ng,Thermal,3,2,85.332,85.332,2,1.5,1.91,5,2,1.442854307
ng236,bus5367,212.73,-7.26,108.59,-23.68,1,256,1,213.33,64,0,0,0,0,0,0,0,213.33,0,0,213.33,0,0,0,0,64,1280,213.33,3449.04288,0,0,0,0,0,0,0,0,ng,Thermal,3,2,85.332,85.332,2,1.5,1.91,5,2,1.442854307
ng237,bus5368,212.73,-13.71,108.59,-23.68,1,256,1,213.33,64,0,0,0,0,0,0,0,213.33,0,0,213.33,0,0,0,0,64,1280,213.33,3449.04288,0,0,0,0,0,0,0,0,ng,Thermal,3,2,85.332,85.332,2,1.5,1.91,5,2,1.442854307
ng238,bus5369,212.73,-6.79,108.59,-23.68,1,256,1,213.33,64,0,0,0,0,0,0,0,213.33,0,0,213.33,0,0,0,0,64,1280,213.33,3449.04288,0,0,0,0,0,0,0,0,ng,Thermal,3,2,85.332,85.332,2,1.5,1.91,5,2,1.442854307
ng239,bus5382,63.51,106.38,106.38,-23.2,1.04,250.8,1,209,62.7,0,0,0,0,0,0,0,209,0,0,209,0,0,0,0,62.7,1254,209,3267.0281,0,0,0,0,0,0,0,0,ng,Thermal,3,2,83.6,83.6,2,1.5,1.91,5,2,1.366617855
ng240,bus5383,63.51,106.38,106.38,-23.2,1.04,250.8,1,209,62.7,0,0,0,0,0,0,0,209,0,0,209,0,0,0,0,62.7,1254,209,3267.0281,0,0,0,0,0,0,0,0,ng,Thermal,3,2,83.6,83.6,2,1.5,1.91,5,2,1.366617855
wind241,bus5399,124.2,35.27,35.27,-23.85,1.04,198.72,1,124.2,124.2,0,0,0,0,0,0,0,124.2,0,0,165.6,0,0,0,0,124.2,0,124.2,0,0,0,0,0,0,0,0,0,wind,Renewable,3,2,124.2,124.2,2,1.5,1.91,5,2,0
ng242,bus5403,89.15,45.5,45.5,-9.92,1.03,107.28,1,89.4,26.82,0,0,0,0,0,0,0,89.4,0,0,89.4,0,0,0,0,26.82,536.4,89.4,1757.72106,0,0,0,0,0,0,0,0,ng,Thermal,3,2,35.76,35.76,2,1.5,1.91,5,2,1.920920195
ng243,bus5404,77.23,45.5,45.5,-9.92,1.03,107.28,1,89.4,26.82,0,0,0,0,0,0,0,89.4,0,0,89.4,0,0,0,0,26.82,536.4,89.4,1757.72106,0,0,0,0,0,0,0,0,ng,Thermal,3,2,35.76,35.76,2,1.5,1.91,5,2,1.920920195
ng244,bus5405,84.77,45.5,45.5,-9.92,1.03,107.28,1,89.4,26.82,0,0,0,0,0,0,0,89.4,0,0,89.4,0,0,0,0,26.82,536.4,89.4,1757.72106,0,0,0,0,0,0,0,0,ng,Thermal,3,2,35.76,35.76,2,1.5,1.91,5,2,1.920920195
ng245,bus5406,89.15,45.5,45.5,-9.92,1.03,107.28,1,89.4,26.82,0,0,0,0,0,0,0,89.4,0,0,89.4,0,0,0,0,26.82,536.4,89.4,1757.72106,0,0,0,0,0,0,0,0,ng,Thermal,3,2,35.76,35.76,2,1.5,1.91,5,2,1.920920195
ng246,bus5415,121.66,-11.4,62.1,-13.54,1,146.4,1,122,36.6,0,0,0,0,0,0,0,122,0,0,122,0,0,0,0,36.6,732,122,2192.954,0,0,0,0,0,0,0,0,ng,Thermal,3,2,48.8,48.8,2,1.5,1.91,5,2,1.690918981
ng247,bus5416,121.66,-10.89,62.1,-13.54,1,146.4,1,122,36.6,0,0,0,0,0,0,0,122,0,0,122,0,0,0,0,36.6,732,122,2192.954,0,0,0,0,0,0,0,0,ng,Thermal,3,2,48.8,48.8,2,1.5,1.91,5,2,1.690918981
ng248,bus5417,121.66,-12.52,62.1,-13.54,1,146.4,1,122,36.6,0,0,0,0,0,0,0,122,0,0,122,0,0,0,0,36.6,732,122,2192.954,0,0,0,0,0,0,0,0,ng,Thermal,3,2,48.8,48.8,2,1.5,1.91,5,2,1.690918981
ng249,bus5418,118.47,-13.19,60.47,-13.19,1,142.56,1,118.8,35.64,0,0,0,0,0,0,0,118.8,0,0,118.8,0,0,0,0,35.64,712.8,118.8,2149.9242,0,0,0,0,0,0,0,0,ng,Thermal,3,2,47.52,47.52,2,1.5,1.91,5,2,1.707609553
ng250,bus5419,118.47,-13.19,60.47,-13.19,1,142.56,1,118.8,35.64,0,0,0,0,0,0,0,118.8,0,0,118.8,0,0,0,0,35.64,712.8,118.8,2149.9242,0,0,0,0,0,0,0,0,ng,Thermal,3,2,47.52,47.52,2,1.5,1.91,5,2,1.707609553
ng251,bus5423,12.37,-1.38,6.31,-1.38,1,14.88,1,12.4,3.72,0,0,0,0,0,0,0,12.4,0,0,12.4,0,0,0,0,3.72,74.4,12.4,757.46264,0,0,0,0,0,0,0,0,ng,Thermal,3,2,4.96,4.96,2,1.5,1.91,5,2,7.056432231
ng252,bus5424,0,0,1.63,-0.36,1,3.84,1,3.2,0.96,0,0,0,0,0,0,0,3.2,0,0,3.2,0,0,0,0,0.96,19.2,3.2,640.5392,0,0,0,0,0,0,0,0,ng,Thermal,3,2,1.28,1.28,2,1.5,1.91,5,2,19.1771358
ng253,bus5444,0,0,147.1,-32.08,1.01,346.8,1,289,86.7,0,0,0,0,0,0,0,289,0,0,289,0,0,0,0,86.7,1734,289,5020.833,0,0,0,0,0,0,0,0,ng,Thermal,3,2,115.6,115.6,2,1.5,1.91,5,2,1.616740285
ng254,bus5444,0,0,147.1,-32.08,1.01,346.8,1,289,86.7,0,0,0,0,0,0,0,289,0,0,289,0,0,0,0,86.7,1734,289,5020.833,0,0,0,0,0,0,0,0,ng,Thermal,3,2,115.6,115.6,2,1.5,1.91,5,2,1.616740285
ng255,bus5444,0,0,147.1,-32.08,1.01,346.8,1,289,86.7,0,0,0,0,0,0,0,289,0,0,289,0,0,0,0,86.7,1734,289,5020.833,0,0,0,0,0,0,0,0,ng,Thermal,3,2,115.6,115.6,2,1.5,1.91,5,2,1.616740285
ng256,bus5444,288.19,19.06,147.1,-32.08,1.01,346.8,1,289,86.7,0,0,0,0,0,0,0,289,0,0,289,0,0,0,0,86.7,1734,289,5020.833,0,0,0,0,0,0,0,0,ng,Thermal,3,2,115.6,115.6,2,1.5,1.91,5,2,1.616740285
ng257,bus5444,288.19,19.06,147.1,-32.08,1.01,346.8,1,289,86.7,0,0,0,0,0,0,0,289,0,0,289,0,0,0,0,86.7,1734,289,5020.833,0,0,0,0,0,0,0,0,ng,Thermal,3,2,115.6,115.6,2,1.5,1.91,5,2,1.616740285
ng258,bus5444,0,0,147.1,-32.08,1.01,346.8,1,289,86.7,0,0,0,0,0,0,0,289,0,0,289,0,0,0,0,86.7,1734,289,5020.833,0,0,0,0,0,0,0,0,ng,Thermal,3,2,115.6,115.6,2,1.5,1.91,5,2,1.616740285
ng259,bus5444,140.91,19.06,71.92,-15.68,1.01,169.56,1,141.3,42.39,0,0,0,0,0,0,0,141.3,0,0,141.3,0,0,0,0,42.39,847.8,141.3,2683.62393,0,0,0,0,0,0,0,0,ng,Thermal,3,2,56.52,56.52,2,1.5,1.91,5,2,1.83747766
ng260,bus5444,140.91,19.06,71.92,-15.68,1.01,169.56,1,141.3,42.39,0,0,0,0,0,0,0,141.3,0,0,141.3,0,0,0,0,42.39,847.8,141.3,2683.62393,0,0,0,0,0,0,0,0,ng,Thermal,3,2,56.52,56.52,2,1.5,1.91,5,2,1.83747766
ng261,bus6006,212.41,77.37,108.42,-23.64,1.04,255.6,1,213,63.9,0,0,0,0,0,0,0,213,0,0,213,0,0,0,0,63.9,1278,213,3542.9145,0,0,0,0,0,0,0,0,ng,Thermal,3,2,85.2,85.2,2,1.5,1.91,5,2,1.508937042
ng262,bus6007,0,0,216.83,-47.29,1.04,511.2,1,426,127.8,0,0,0,0,0,0,0,426,0,0,426,0,0,0,0,127.8,2556,426,6578.8678,0,0,0,0,0,0,0,0,ng,Thermal,3,2,170.4,170.4,2,1.5,1.91,5,2,1.344541377
ng263,bus6008,197.78,67.78,100.95,-22.01,1.04,238,1,198.33,59.5,0,0,0,0,0,0,0,198.33,0,0,198.33,0,0,0,0,59.5,1190,198.33,3330.34692,0,0,0,0,0,0,0,0,ng,Thermal,3,2,79.332,79.332,2,1.5,1.91,5,2,1.530677909
ng264,bus6009,197.78,42.18,100.95,-22.01,1.04,238,1,198.33,59.5,0,0,0,0,0,0,0,198.33,0,0,198.33,0,0,0,0,59.5,1190,198.33,3330.34692,0,0,0,0,0,0,0,0,ng,Thermal,3,2,79.332,79.332,2,1.5,1.91,5,2,1.530677909
ng265,bus6010,197.78,57.22,100.95,-22.01,1.04,238,1,198.33,59.5,0,0,0,0,0,0,0,198.33,0,0,198.33,0,0,0,0,59.5,1190,198.33,3330.34692,0,0,0,0,0,0,0,0,ng,Thermal,3,2,79.332,79.332,2,1.5,1.91,5,2,1.530677909
hydro266,bus6041,0,20.48,20.48,-0.88,1.04,21.6,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hydro,Hydro,3,2,0,0,2,1.5,1.91,5,2,0
hydro267,bus6042,0,54.26,122.91,-5.29,1.04,129.6,1,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hydro,Hydro,3,2,0,0,2,1.5,1.91,5,2,0
ng268,bus6048,0,0,1.73,-0.38,1.04,4.08,1,3.4,1.02,0,0,0,0,0,0,0,3.4,0,0,3.4,0,0,0,0,1.02,20.4,3.4,641.72344,0,0,0,0,0,0,0,0,ng,Thermal,3,2,1.36,1.36,2,1.5,1.91,5,2,18.3823503
ng269,bus6049,0,0,4.89,-1.07,1.04,11.52,1,9.6,2.88,0,0,0,0,0,0,0,9.6,0,0,9.6,0,0,0,0,2.88,57.6,9.6,717.99552,0,0,0,0,0,0,0,0,ng,Thermal,3,2,3.84,3.84,2,1.5,1.91,5,2,8.554346114
ng270,bus6050,0,0,2.24,-0.49,1.04,5.28,1,4.4,1.32,0,0,0,0,0,0,0,4.4,0,0,4.4,0,0,0,0,1.32,26.4,4.4,654.01044,0,0,0,0,0,0,0,0,ng,Thermal,3,2,1.76,1.76,2,1.5,1.91,5,2,15.38260882
ng271,bus6051,57.24,29.22,29.22,-6.37,1.04,68.88,1,57.4,17.22,0,0,0,0,0,0,0,57.4,0,0,57.4,0,0,0,0,17.22,344.4,57.4,1314.15358,0,0,0,0,0,0,0,0,ng,Thermal,3,2,22.96,22.96,2,1.5,1.91,5,2,2.354913987
ng272,bus6052,0,0,29.22,-6.37,1.04,68.88,1,57.4,17.22,0,0,0,0,0,0,0,57.4,0,0,57.4,0,0,0,0,17.22,344.4,57.4,1314.15358,0,0,0,0,0,0,0,0,ng,Thermal,3,2,22.96,22.96,2,1.5,1.91,5,2,2.354913987
ng273,bus6053,57.24,29.22,29.22,-6.37,1.04,68.88,1,57.4,17.22,0,0,0,0,0,0,0,57.4,0,0,57.4,0,0,0,0,17.22,344.4,57.4,1314.15358,0,0,0,0,0,0,0,0,ng,Thermal,3,2,22.96,22.96,2,1.5,1.91,5,2,2.354913987
ng274,bus6054,57.24,29.22,29.22,-6.37,1.04,68.88,1,57.4,17.22,0,0,0,0,0,0,0,57.4,0,0,57.4,0,0,0,0,17.22,344.4,57.4,1314.15358,0,0,0,0,0,0,0,0,ng,Thermal,3,2,22.96,22.96,2,1.5,1.91,5,2,2.354913987
ng275,bus6069,123.82,49.23,92.32,-20.13,1.03,217.64,1,181.37,54.41,0,0,0,0,0,0,0,181.37,0,0,181.37,0,0,0,0,54.41,1088.2,181.37,3086.48632,0,0,0,0,0,0,0,0,ng,Thermal,3,2,72.548,72.548,2,1.5,1.91,5,2,1.561649203
ng276,bus6070,131.29,21.36,92.32,-20.13,1.03,217.64,1,181.37,54.41,0,0,0,0,0,0,0,181.37,0,0,181.37,0,0,0,0,54.41,1088.2,181.37,3086.48632,0,0,0,0,0,0,0,0,ng,Thermal,3,2,72.548,72.548,2,1.5,1.91,5,2,1.561649203
ng277,bus6071,105.9,62.98,92.32,-20.13,1.03,217.64,1,181.37,54.41,0,0,0,0,0,0,0,181.37,0,0,181.37,0,0,0,0,54.41,1088.2,181.37,3086.48632,0,0,0,0,0,0,0,0,ng,Thermal,3,2,72.548,72.548,2,1.5,1.91,5,2,1.561649203
ng278,bus6072,0,0,92.32,-20.13,1.03,217.64,1,181.37,54.41,0,0,0,0,0,0,0,181.37,0,0,181.37,0,0,0,0,54.41,1088.2,181.37,3086.48632,0,0,0,0,0,0,0,0,ng,Thermal,3,2,72.548,72.548,2,1.5,1.91,5,2,1.561649203
ng279,bus6073,131.29,37.32,92.32,-20.13,1.03,217.64,1,181.37,54.41,0,0,0,0,0,0,0,181.37,0,0,181.37,0,0,0,0,54.41,1088.2,181.37,3086.48632,0,0,0,0,0,0,0,0,ng,Thermal,3,2,72.548,72.548,2,1.5,1.91,5,2,1.561649203
ng280,bus6074,131.29,36.8,92.32,-20.13,1.03,217.64,1,181.37,54.41,0,0,0,0,0,0,0,181.37,0,0,181.37,0,0,0,0,54.41,1088.2,181.37,3086.48632,0,0,0,0,0,0,0,0,ng,Thermal,3,2,72.548,72.548,2,1.5,1.91,5,2,1.561649203
coal281,bus6078,477.3,-68.73,262.51,-68.73,1,676,1,563.33,169,0,0,0,0,0,0,0,563.33,0,0,563.33,0,0,0,0,169,3380,563.33,8259.02501,0,0,0,0,0,0,0,0,coal,Thermal,3,2,225.332,225.332,2,1.5,1.91,5,2,1.23416513
